Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
213,Ca18Li12Al39N55Eu0.005,Ca18Li12Al39N55,Eu2+,0.005,,,298,650,0.699,0.301,14,,360,450,525,,,,650,https://doi.org/10.1021/acs.chemmater.5b04929,,,Chemistry of Materials,2016
214,Ca18Li12Al39N55Eu0.005,Ca18Li12Al39N55,Eu2+,0.005,,,298,650,,,24,,,500,,,,,650,https://doi.org/10.1021/acs.chemmater.5b04929,,,Chemistry of Materials,2016
215,Ca2.94Mg2.6P4O16Eu0.06Mn0.4,Ca2.94Mg2.6P4O16,Eu2+,0.06,Mn2+,0.4,298,650,0.317,0.232,,,,365,,,,18.68,461,https://doi.org/10.1039/C3RA40313K,mp-646967, icsd-23642,RSC Advances,2013
216,Ca2.94Mg2.5P4O16Eu0.06Mn0.5,Ca2.94Mg2.5P4O16,Eu2+,0.06,Mn2+,0.5,298,650,0.328,0.23,,,,365,,,,,,https://doi.org/10.1039/C3RA40313K,mp-646967, icsd-23642,RSC Advances,2013
217,Ca2.94Mg2.4P4O16Eu0.06Mn0.6,Ca2.94Mg2.4P4O16,Eu2+,0.06,Mn2+,0.6,298,650,0.359,0.233,,,,365,,,,7.91,461,https://doi.org/10.1039/C3RA40313K,mp-646967, icsd-23642,RSC Advances,2013
218,LiCa2.994ZnV3O12Sm0.002,LiCa2.994ZnV3O12,Sm3+,0.002,,,298,651,0.321,0.38,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
219,LiCa2.985ZnV3O12Sm0.005,LiCa2.985ZnV3O12,Sm3+,0.005,,,298,651,0.358,0.38,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
220,LiCa2.97ZnV3O12Sm0.01,LiCa2.97ZnV3O12,Sm3+,0.01,,,298,651,0.364,0.388,36.1,,413,343,343,,,,651,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
221,LiCa2.97ZnV3O12Sm0.01,LiCa2.97ZnV3O12,Sm3+,0.01,,,323,651,0.389,0.39,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
222,LiCa2.97ZnV3O12Sm0.01,LiCa2.97ZnV3O12,Sm3+,0.01,,,343,651,0.42,0.39,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
223,LiCa2.97ZnV3O12Sm0.01,LiCa2.97ZnV3O12,Sm3+,0.01,,,363,651,0.456,0.392,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
224,LiCa2.97ZnV3O12Sm0.01,LiCa2.97ZnV3O12,Sm3+,0.01,,,383,651,0.485,0.389,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
225,LiCa2.97ZnV3O12Sm0.01,LiCa2.97ZnV3O12,Sm3+,0.01,,,403,651,0.515,0.389,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
226,LiCa2.97ZnV3O12Sm0.01,LiCa2.97ZnV3O12,Sm3+,0.01,,,423,651,0.535,0.389,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
227,LiCa2.97ZnV3O12Sm0.01,LiCa2.97ZnV3O12,Sm3+,0.01,,,443,651,0.55,0.389,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
228,LiCa2.97ZnV3O12Sm0.01,LiCa2.97ZnV3O12,Sm3+,0.01,,,463,651,0.569,0.391,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
229,LiCa2.94ZnV3O12Sm0.02,LiCa2.94ZnV3O12,Sm3+,0.02,,,298,651,0.389,0.393,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
230,LiCa2.91ZnV3O12Sm0.03,LiCa2.91ZnV3O12,Sm3+,0.03,,,298,651,0.399,0.394,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
231,LiCa2.88ZnV3O12Sm0.04,LiCa2.88ZnV3O12,Sm3+,0.04,,,298,651,0.397,0.395,,,,343,,,,,,https://doi.org/10.1039/C8RA07329E,,,RSC Advances,2018
232,Ca8.1GdP7O28Eu0.007Mn0.03,Ca8.1GdP7O28,Eu2+,0.007,Mn2+,0.03,298,652,0.369,0.336,,,508,380,,,,,,https://doi.org/10.1021/jp106693z,,,Journal of Physical Chemistry C,2010
233,Ca7.92GdP7O28Eu0.007Mn0.05,Ca7.92GdP7O28,Eu2+,0.007,Mn2+,0.05,298,652,0.491,0.325,,,,380,,,,,,https://doi.org/10.1021/jp106693z,,,Journal of Physical Chemistry C,2010
234,Ca7.74GdP7O28Eu0.007Mn0.07,Ca7.74GdP7O28,Eu2+,0.007,Mn2+,0.07,298,652,0.4583,0.311,,,,380,,,,,,https://doi.org/10.1021/jp106693z,,,Journal of Physical Chemistry C,2010
235,Ca7.47GdP7O28Eu0.007Mn0.1,Ca7.47GdP7O28,Eu2+,0.007,Mn2+,0.1,298,652,0.625,0.307,,,,380,,,,,,https://doi.org/10.1021/jp106693z,,,Journal of Physical Chemistry C,2010
236,Ca1.2SiO4Eu0.8,Ca1.2SiO4,Eu2+,0.8,,,298,653,0.64,0.35,50,44,411,450,450,,,,653,https://doi.org/10.1002/anie.201402520,"mp-4481,mp-556942,mp-4180,mp-560821,mp-758006,mp-1227559,mp-675299,mp-674334,mp-1019562,mp-676278,mp-8682,mp-1019563", icsd-200707 icsd-181558 icsd-82994 icsd-18179 icsd-39005 icsd-68753 icsd-166637 icsd-417503 icsd-9095 icsd-68754 icsd-82995 icsd-81095 icsd-280995 icsd-79551 icsd-79552 icsd-79553 icsd-245079 icsd-245078 icsd-245080 icsd-245077 icsd-196150 icsd-245075 icsd-963 icsd-421708 icsd-79550 icsd-79554 icsd-24640 icsd-245074 icsd-16616 icsd-79555 icsd-245076 icsd-81096 icsd-82996 icsd-182052 icsd-40657 icsd-182054 icsd-182053,Angewandte Chemie - International Edition,2014
237,Na0.95Sc0.85Si2O6Eu0.05Mn0.15,Na0.95Sc0.85Si2O6,Eu2+,0.05,Mn2+,0.15,298,654,0.39,0.488,39.9,,,365,,,,,,https://doi.org/10.1021/jp4062225,mp-7074, icsd-74553 icsd-159541,Journal of Physical Chemistry C,2013
238,Na0.95Sc0.8Si2O6Eu0.05Mn0.2,Na0.95Sc0.8Si2O6,Eu2+,0.05,Mn2+,0.2,298,654,0.431,0.465,33,,,365,,,,,,https://doi.org/10.1021/jp4062225,mp-7074, icsd-74553 icsd-159541,Journal of Physical Chemistry C,2013
239,Na2Ca3.96Mg1.88Si4O15Eu0.01Mn0.06,Na2Ca3.96Mg1.88Si4O15,Eu2+,0.01,Mn2+,0.06,298,654,,,,,,330,330,,,281,480,https://doi.org/10.1039/C3RA46474A,,,RSC Advances,2014
240,Na2Ca3.96Mg1.84Si4O15Eu0.01Mn0.08,Na2Ca3.96Mg1.84Si4O15,Eu2+,0.01,Mn2+,0.08,298,654,,,,,,330,330,,,321,480,https://doi.org/10.1039/C3RA46474A,,,RSC Advances,2014
241,Na2Ca3.96Mg1.8Si4O15Eu0.01Mn0.1,Na2Ca3.96Mg1.8Si4O15,Eu2+,0.01,Mn2+,0.1,298,654,,,,,,330,330,,,271,480,https://doi.org/10.1039/C3RA46474A,,,RSC Advances,2014
242,Na2Ca3.96Mg1.76Si4O15Eu0.01Mn0.12,Na2Ca3.96Mg1.76Si4O15,Eu2+,0.01,Mn2+,0.12,298,654,0.305,0.319,,,,330,330,,,204,480,https://doi.org/10.1039/C3RA46474A,,,RSC Advances,2014
243,CaMg2Al16O27Mn0.016,CaMg2Al16O27,Mn4+,0.016,,,298,655,,,,,,468,,,,1020000,665,https://doi.org/10.1021/am507316b,,,ACS Applied Materials &amp; Interfaces,2014
244,CaMg2Al16O27Mn0.032,CaMg2Al16O27,Mn4+,0.032,,,298,655,,,,,,468,,,,966000,665,https://doi.org/10.1021/am507316b,,,ACS Applied Materials &amp; Interfaces,2014
245,CaMg2Al16O27Mn0.08,CaMg2Al16O27,Mn4+,0.08,,,298,655,0.7205,0.2778,35.6,16,,468,345,468,,931000,665,https://doi.org/10.1021/am507316b,,,ACS Applied Materials &amp; Interfaces,2014
246,CaMg2Al16O27Mn0.16,CaMg2Al16O27,Mn4+,0.16,,,298,655,,,,,,468,,,,811000,665,https://doi.org/10.1021/am507316b,,,ACS Applied Materials &amp; Interfaces,2014
247,CaMg2Al16O27Mn0.24,CaMg2Al16O27,Mn4+,0.24,,,298,655,,,,,,468,,,,672000,665,https://doi.org/10.1021/am507316b,,,ACS Applied Materials &amp; Interfaces,2014
248,CaMg2Al16O27Mn0.48,CaMg2Al16O27,Mn4+,0.48,,,298,655,,,,,,468,,,,564000,665,https://doi.org/10.1021/am507316b,,,ACS Applied Materials &amp; Interfaces,2014
249,SrGe3.999O9Mn0.001,SrGe3.999O9,Mn4+,0.001,,,298,655,,,,,,430,276,,,1052000,655,https://doi.org/10.1016/j.powtec.2016.01.017,mp-9380, icsd-82393,Powder Technology,2016
250,SrGe3.996O9Mn0.004,SrGe3.996O9,Mn4+,0.004,,,298,655,,,,,,430,276,,,1027000,655,https://doi.org/10.1016/j.powtec.2016.01.017,mp-9380, icsd-82393,Powder Technology,2016
251,SrGe3.993O9Mn0.007,SrGe3.993O9,Mn4+,0.007,,,298,655,,,,,,430,276,,,1019000,655,https://doi.org/10.1016/j.powtec.2016.01.017,mp-9380, icsd-82393,Powder Technology,2016
252,SrGe3.99O9Mn0.01,SrGe3.99O9,Mn4+,0.01,,,298,655,,,,,448,430,276,,,1011000,655,https://doi.org/10.1016/j.powtec.2016.01.017,mp-9380, icsd-82393,Powder Technology,2016
253,SrGe3.985O9Mn0.015,SrGe3.985O9,Mn4+,0.015,,,298,655,,,,,,430,276,,,1008000,655,https://doi.org/10.1016/j.powtec.2016.01.017,mp-9380, icsd-82393,Powder Technology,2016
254,SrGe3.98O9Mn0.02,SrGe3.98O9,Mn4+,0.02,,,298,655,,,,,,430,276,,,1001000,655,https://doi.org/10.1016/j.powtec.2016.01.017,mp-9380, icsd-82393,Powder Technology,2016
255,SrGe3.97O9Mn0.03,SrGe3.97O9,Mn4+,0.03,,,298,655,,,,,,430,276,,,986000,655,https://doi.org/10.1016/j.powtec.2016.01.017,mp-9380, icsd-82393,Powder Technology,2016
256,KCaYP2O8Eu0.01Mn0.07,KCaYP2O8,Eu2+,0.01,Mn2+,0.07,298,655,0.381,0.2951,,,,380,,,,60000,655,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
257,KCaYP2O8Eu0.01Mn0.1,KCaYP2O8,Eu2+,0.01,Mn2+,0.1,298,655,0.3919,0.2867,,,,380,,,,60000,655,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
258,KCaYP2O8Eu0.01Mn0.07,KCaYP2O8,Eu2+,0.01,Mn2+,0.07,298,655,0.381,0.2951,,,,380,380,,,210,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
259,KCaYP2O8Eu0.01Mn0.1,KCaYP2O8,Eu2+,0.01,Mn2+,0.1,298,655,0.3919,0.2867,,,,380,380,,,180,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
260,Ca0.5Sr0.5SEu0.01,Ca0.5Sr0.5S,Eu2+,0.01,,,298,656,,,51.4,,,350,,,,,,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,Radiation Measurements,2010
261,Ca0.5Sr0.5SEu0.01,Ca0.5Sr0.5S,Eu2+,0.01,,,298,656,,,51.4,,,351,,,,,,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,Radiation Measurements,2010
262,Li2Sn0.998O3Mn0.002,Li2Sn0.998O3,Mn4+,0.002,,,298,658,,,,,,330,330,,,16500,658,https://doi.org/10.1016/j.jallcom.2017.02.079,mp-3540, icsd-21032 icsd-21053,Journal of Alloys and Compounds,2017
263,Li2Sn0.996O3Mn0.004,Li2Sn0.996O3,Mn4+,0.004,,,298,658,0.7239,0.2761,43.3,,408,330,330,480,,16300,658,https://doi.org/10.1016/j.jallcom.2017.02.079,mp-3540, icsd-21032 icsd-21053,Journal of Alloys and Compounds,2017
264,Li2Sn0.994O3Mn0.006,Li2Sn0.994O3,Mn4+,0.006,,,298,658,,,,,,330,330,,,16100,658,https://doi.org/10.1016/j.jallcom.2017.02.079,mp-3540, icsd-21032 icsd-21053,Journal of Alloys and Compounds,2017
265,Li2Sn0.992O3Mn0.008,Li2Sn0.992O3,Mn4+,0.008,,,298,658,,,,,,330,330,,,15900,658,https://doi.org/10.1016/j.jallcom.2017.02.079,mp-3540, icsd-21032 icsd-21053,Journal of Alloys and Compounds,2017
266,Li2Sn0.99O3Mn0.01,Li2Sn0.99O3,Mn4+,0.01,,,298,658,,,,,,330,330,,,15800,658,https://doi.org/10.1016/j.jallcom.2017.02.079,mp-3540, icsd-21032 icsd-21053,Journal of Alloys and Compounds,2017
267,Sr2MgGe2O7Mn0.001,Sr2MgGe2O7,Mn4+,0.001,,,298,659,,,,,,419,,,,3316000,659,https://doi.org/10.1016/j.jallcom.2018.05.264,mp-972387, icsd-420522,Journal of Alloys and Compounds,2018
268,Sr2MgGe2O7Mn0.003,Sr2MgGe2O7,Mn4+,0.003,,,298,659,,,,,,419,,,,3103000,659,https://doi.org/10.1016/j.jallcom.2018.05.264,mp-972387, icsd-420522,Journal of Alloys and Compounds,2018
269,Sr2MgGe2O7Mn0.005,Sr2MgGe2O7,Mn4+,0.005,,,298,659,,,,,,419,,,,2892000,659,https://doi.org/10.1016/j.jallcom.2018.05.264,mp-972387, icsd-420522,Journal of Alloys and Compounds,2018
270,Sr2MgGe2O7Mn0.007,Sr2MgGe2O7,Mn4+,0.007,,,298,659,0.61,0.28,82.5,,448,419,419,310,,2285000,659,https://doi.org/10.1016/j.jallcom.2018.05.264,mp-972387, icsd-420522,Journal of Alloys and Compounds,2018
271,Sr2MgGe2O7Mn0.009,Sr2MgGe2O7,Mn4+,0.009,,,298,659,,,,,,419,,,,1649000,659,https://doi.org/10.1016/j.jallcom.2018.05.264,mp-972387, icsd-420522,Journal of Alloys and Compounds,2018
272,Sr2MgGe2O7Mn0.011,Sr2MgGe2O7,Mn4+,0.011,,,298,659,,,,,,419,,,,1406000,659,https://doi.org/10.1016/j.jallcom.2018.05.264,mp-972387, icsd-420522,Journal of Alloys and Compounds,2018
273,Sr2MgGe2O7Mn0.02,Sr2MgGe2O7,Mn4+,0.02,,,298,659,,,,,,419,,,,1094000,659,https://doi.org/10.1016/j.jallcom.2018.05.264,mp-972387, icsd-420522,Journal of Alloys and Compounds,2018
274,Mg3Ga2GeO8Mn0.001,Mg3Ga2GeO8,Mn4+,0.001,,,298,659,,,,,,419,419,315,,592000,659,https://doi.org/10.1021/acs.inorgchem.5b02048,,,Inorganic Chemistry,2015
275,Mg3Ga2GeO8Mn0.005,Mg3Ga2GeO8,Mn4+,0.005,,,298,659,0.295,0.677,,,498,419,419,315,,540000,659,https://doi.org/10.1021/acs.inorgchem.5b02048,,,Inorganic Chemistry,2015
276,Mg3Ga2GeO8Mn0.01,Mg3Ga2GeO8,Mn4+,0.01,,,298,659,,,,,,419,419,315,,304000,659,https://doi.org/10.1021/acs.inorgchem.5b02048,,,Inorganic Chemistry,2015
277,Mg3Ga2GeO8Mn0.03,Mg3Ga2GeO8,Mn4+,0.03,,,298,659,,,,,,419,419,315,,286000,659,https://doi.org/10.1021/acs.inorgchem.5b02048,,,Inorganic Chemistry,2015
278,Mg3Ga2GeO8Mn0.05,Mg3Ga2GeO8,Mn4+,0.05,,,298,659,,,,,,419,419,315,,92000,659,https://doi.org/10.1021/acs.inorgchem.5b02048,,,Inorganic Chemistry,2015
279,Mg3Ga2GeO8Mn0.07,Mg3Ga2GeO8,Mn4+,0.07,,,298,659,,,,,,419,419,315,,51000,659,https://doi.org/10.1021/acs.inorgchem.5b02048,,,Inorganic Chemistry,2015
280,Mg7Ga1.990GeO12Mn0.005,Mg7Ga1.990GeO12,Mn4+,0.005,,,298,660,0.7133,0.2866,,,,420,420,310,,,660,https://doi.org/10.1016/j.jallcom.2015.06.166,,,Journal of Alloys and Compounds,2015
281,Ba1.99ZnS3Eu0.01,Ba1.99ZnS3,Eu2+,0.01,,,298,660,,,11,,,440,,,,,,https://doi.org/10.1016/j.jcrysgro.2008.09.044,"mp-5587,mp-1190623", icsd-653999 icsd-25554 icsd-262215,Journal of Crystal Growth,2009
282,Ba1.79Sr0.2ZnS3Eu0.01,Ba1.79Sr0.2ZnS3,Eu2+,0.01,,,298,660,,,37,,,440,,,,,,https://doi.org/10.1016/j.jcrysgro.2008.09.044,"mp-5587,mp-1190623", icsd-653999 icsd-25554 icsd-262215,Journal of Crystal Growth,2009
283,Ba1.59Sr0.4ZnS3Eu0.01,Ba1.59Sr0.4ZnS3,Eu2+,0.01,,,298,660,,,43,,,440,,,,,,https://doi.org/10.1016/j.jcrysgro.2008.09.044,"mp-5587,mp-1190623", icsd-653999 icsd-25554 icsd-262215,Journal of Crystal Growth,2009
284,Ba1.39Sr0.6ZnS3Eu0.01,Ba1.39Sr0.6ZnS3,Eu2+,0.01,,,298,660,,,34,,,440,,,,,,https://doi.org/10.1016/j.jcrysgro.2008.09.044,"mp-5587,mp-1190623", icsd-653999 icsd-25554 icsd-262215,Journal of Crystal Growth,2009
285,Ba1.29Sr0.7ZnS3Eu0.01,Ba1.29Sr0.7ZnS3,Eu2+,0.01,,,298,660,,,19,,,440,,,,,,https://doi.org/10.1016/j.jcrysgro.2008.09.044,"mp-5587,mp-1190623", icsd-653999 icsd-25554 icsd-262215,Journal of Crystal Growth,2009
286,BaMgAl9.99O17Mg0.005Mn0.005,BaMgAl9.99O17Mg0.005,Mn4+,0.005,,,298,660,,,,,,468,335,468,,626000,660,https://doi.org/10.1021/acs.chemmater.6b01303,,,Chemistry of Materials,2016
287,BaMgAl9.98O17Mg0.01Mn0.01,BaMgAl9.98O17Mg0.01,Mn4+,0.01,,,298,660,,,,,,468,335,468,,603000,660,https://doi.org/10.1021/acs.chemmater.6b01303,,,Chemistry of Materials,2016
288,BaMgAl9.97O17Mg0.015Mn0.015,BaMgAl9.97O17Mg0.015,Mn4+,0.015,,,298,660,,,,,,468,335,468,,579000,660,https://doi.org/10.1021/acs.chemmater.6b01303,,,Chemistry of Materials,2016
289,BaMgAl9.96O17Mg0.02Mn0.02,BaMgAl9.96O17Mg0.02,Mn4+,0.02,,,298,660,0.723,0.277,,,425,468,335,468,,552000,660,https://doi.org/10.1021/acs.chemmater.6b01303,,,Chemistry of Materials,2016
290,BaMgAl9.94O17Mg0.03Mn0.03,BaMgAl9.94O17Mg0.03,Mn4+,0.03,,,298,660,,,,,,468,335,468,,547000,660,https://doi.org/10.1021/acs.chemmater.6b01303,,,Chemistry of Materials,2016
291,BaMgAl9.92O17Mg0.04Mn0.04,BaMgAl9.92O17Mg0.04,Mn4+,0.04,,,298,660,,,,,,468,335,468,,531000,660,https://doi.org/10.1021/acs.chemmater.6b01303,,,Chemistry of Materials,2016
292,BaMgAl9.9O17Mg0.05Mn0.05,BaMgAl9.9O17Mg0.05,Mn4+,0.05,,,298,660,,,,,,468,335,468,,512000,660,https://doi.org/10.1021/acs.chemmater.6b01303,,,Chemistry of Materials,2016
293,Mg7Ga1.990GeO12Mn0.005,Mg7Ga1.990GeO12,Mn4+,0.005,,,298,660,0.7133,0.2866,28.13,,,420,420,,,,660,https://doi.org/10.1016/j.jallcom.2015.06.166,,,Journal of Alloys and Compounds,2015
294,LiNaGe4O9Mn0.00005,LiNaGe4O9,Mn4+,0.00005,,,298,661,,,,,,295,295,,,1242000,661,https://doi.org/10.1111/jace.14168,mp-6663, icsd-86152 icsd-20112,Journal of the American Ceramic Society,2016
295,LiNaGe4O9Mn0.0001,LiNaGe4O9,Mn4+,0.0001,,,298,661,,,,,,295,295,,,1241000,661,https://doi.org/10.1111/jace.14168,mp-6663, icsd-86152 icsd-20112,Journal of the American Ceramic Society,2016
296,LiNaGe4O9Mn0.0005,LiNaGe4O9,Mn4+,0.0005,,,298,661,0.727,0.273,78,,,295,295,,,,661,https://doi.org/10.1111/jace.14168,mp-6663, icsd-86152 icsd-20112,Journal of the American Ceramic Society,2016
297,LiNaGe4O9Mn0.001,LiNaGe4O9,Mn4+,0.001,,,298,661,,,,,,295,295,,,1232000,661,https://doi.org/10.1111/jace.14168,mp-6663, icsd-86152 icsd-20112,Journal of the American Ceramic Society,2016
298,LiNaGe4O9Mn0.005,LiNaGe4O9,Mn4+,0.005,,,298,661,,,,,,295,295,,,1226000,661,https://doi.org/10.1111/jace.14168,mp-6663, icsd-86152 icsd-20112,Journal of the American Ceramic Society,2016
299,LiNaGe4O9Mn0.02,LiNaGe4O9,Mn4+,0.02,,,298,661,,,,,,295,295,,,1204000,661,https://doi.org/10.1111/jace.14168,mp-6663, icsd-86152 icsd-20112,Journal of the American Ceramic Society,2016
300,Ca0.8Sr0.2SEu0.01,Ca0.8Sr0.2S,Eu2+,0.01,,,298,662,,,38,,,350,,,,,,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,Radiation Measurements,2010
301,Ca0.8Sr0.2SEu0.01,Ca0.8Sr0.2S,Eu2+,0.01,,,298,662,,,38,,,351,,,,,,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,Radiation Measurements,2010
302,CaSEu0.01,CaS,Eu2+,0.01,,,298,663,,,53.4,,,350,,,,,,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,Radiation Measurements,2010
303,CaSEu0.01,CaS,Eu2+,0.01,,,298,663,,,53.4,,,351,,,,,,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,Radiation Measurements,2010
304,K2Ge4O9Mn0.0005,K2Ge4O9,Mn4+,0.0005,,,298,663,,,,,,450,470,,,1012000,663,https://doi.org/10.1039/C6CP00168H,mp-560875, icsd-189270 icsd-31969 icsd-252282,Physical Chemistry Chemical Physics,2016
305,K2Ge4O9Mn0.001,K2Ge4O9,Mn4+,0.001,,,298,663,0.702,0.296,,,363,450,470,338,,977000,663,https://doi.org/10.1039/C6CP00168H,mp-560875, icsd-189270 icsd-31969 icsd-252282,Physical Chemistry Chemical Physics,2016
306,K2Ge4O9Mn0.005,K2Ge4O9,Mn4+,0.005,,,298,663,,,,,,450,470,,,973000,663,https://doi.org/10.1039/C6CP00168H,mp-560875, icsd-189270 icsd-31969 icsd-252282,Physical Chemistry Chemical Physics,2016
307,K2Ge4O9Mn0.01,K2Ge4O9,Mn4+,0.01,,,298,663,,,,,,450,470,,,945000,663,https://doi.org/10.1039/C6CP00168H,mp-560875, icsd-189270 icsd-31969 icsd-252282,Physical Chemistry Chemical Physics,2016
308,K2Ge4O9Mn0.03,K2Ge4O9,Mn4+,0.03,,,298,663,,,,,,450,470,,,883000,663,https://doi.org/10.1039/C6CP00168H,mp-560875, icsd-189270 icsd-31969 icsd-252282,Physical Chemistry Chemical Physics,2016
309,K2Ge4O9Mn0.05,K2Ge4O9,Mn4+,0.05,,,298,663,,,,,,450,470,,,859000,663,https://doi.org/10.1039/C6CP00168H,mp-560875, icsd-189270 icsd-31969 icsd-252282,Physical Chemistry Chemical Physics,2016
310,Ba2TiGe1.997O8Mn0.003,Ba2TiGe1.997O8,Mn4+,0.003,,,298,666,,,,,,300,,,,1620000,,https://doi.org/10.1016/j.dyepig.2017.06.061,mp-6289, icsd-281271,Dyes and Pigments,2017
311,Ba2TiGe1.994O8Mn0.006,Ba2TiGe1.994O8,Mn4+,0.006,,,298,666,0.7188,0.2811,,,,300,300,435,,1610000,666,https://doi.org/10.1016/j.dyepig.2017.06.061,mp-6289, icsd-281271,Dyes and Pigments,2017
312,Ba2TiGe1.991O8Mn0.009,Ba2TiGe1.991O8,Mn4+,0.009,,,298,666,,,,,,300,,,,1600000,,https://doi.org/10.1016/j.dyepig.2017.06.061,mp-6289, icsd-281271,Dyes and Pigments,2017
313,Ba2TiGe1.988O8Mn0.012,Ba2TiGe1.988O8,Mn4+,0.012,,,298,666,,,,,,300,,,,1570000,,https://doi.org/10.1016/j.dyepig.2017.06.061,mp-6289, icsd-281271,Dyes and Pigments,2017
314,Ba2TiGe1.985O8Mn0.015,Ba2TiGe1.985O8,Mn4+,0.015,,,298,666,,,,,,300,,,,1520000,,https://doi.org/10.1016/j.dyepig.2017.06.061,mp-6289, icsd-281271,Dyes and Pigments,2017
315,K2BaGe8O18Mn0.002,K2BaGe8O18,Mn4+,0.002,,,298,666,0.702,0.298,32.9,,450,330,,,,1077000,666,https://doi.org/10.1016/j.dyepig.2017.03.007,mp-662803, icsd-100439,Dyes and Pigments,2017
316,K2BaGe8O18Mn0.005,K2BaGe8O18,Mn4+,0.005,,,298,666,,,,,,330,,,,957000,666,https://doi.org/10.1016/j.dyepig.2017.03.007,mp-662803, icsd-100439,Dyes and Pigments,2017
317,K2BaGe8O18Mn0.01,K2BaGe8O18,Mn4+,0.01,,,298,666,,,,,,330,,,,872000,666,https://doi.org/10.1016/j.dyepig.2017.03.007,mp-662803, icsd-100439,Dyes and Pigments,2017
318,K2BaGe8O18Mn0.04,K2BaGe8O18,Mn4+,0.04,,,298,666,,,,,,330,,,,849000,666,https://doi.org/10.1016/j.dyepig.2017.03.007,mp-662803, icsd-100439,Dyes and Pigments,2017
319,K2BaGe8O18Mn0.08,K2BaGe8O18,Mn4+,0.08,,,298,666,,,,,,330,,,,759000,666,https://doi.org/10.1016/j.dyepig.2017.03.007,mp-662803, icsd-100439,Dyes and Pigments,2017
320,Li3Mg2Sb0.995O6Mn0.005,Li3Mg2Sb0.995O6,Mn4+,0.005,,,298,666,,,,,,477,477,,,462300,666,https://doi.org/10.1016/j.jallcom.2018.09.162,,,Journal of Alloys and Compounds,2019
