Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
966,CaZrO3Eu0.05Bi0.009,CaZrO3,Eu3+,0.05,Bi3+,0.009,298,614,0.3858,0.1992,,,,310,,,,,,https://doi.org/10.1007/s10854-018-0505-z,"mp-4571,mp-776024,mp-542112", icsd-130053 icsd-183757 icsd-239370 icsd-167889 icsd-97465 icsd-37264 icsd-183758 icsd-97463 icsd-97466 icsd-97464 icsd-29003 icsd-56094,Journal of Materials Science: Materials in Electronics,2018
967,CaZrO3Eu0.06Bi0.009,CaZrO3,Eu3+,0.06,Bi3+,0.009,298,614,0.3906,0.2035,,,,310,,,,,,https://doi.org/10.1007/s10854-018-0505-z,"mp-4571,mp-776024,mp-542112", icsd-130053 icsd-183757 icsd-239370 icsd-167889 icsd-97465 icsd-37264 icsd-183758 icsd-97463 icsd-97466 icsd-97464 icsd-29003 icsd-56094,Journal of Materials Science: Materials in Electronics,2018
968,CaZrO3Eu0.01Bi0.009,CaZrO3,Eu3+,0.01,Bi3+,0.009,298,614,0.6386,0.3611,,,,395,395,,,1350000,614,https://doi.org/10.1007/s10854-018-0505-z,"mp-4571,mp-776024,mp-542112", icsd-130053 icsd-183757 icsd-239370 icsd-167889 icsd-97465 icsd-37264 icsd-183758 icsd-97463 icsd-97466 icsd-97464 icsd-29003 icsd-56094,Journal of Materials Science: Materials in Electronics,2018
969,CaZrO3Eu0.02Bi0.009,CaZrO3,Eu3+,0.02,Bi3+,0.009,298,614,0.6386,0.3611,,,,395,395,,,1320000,614,https://doi.org/10.1007/s10854-018-0505-z,"mp-4571,mp-776024,mp-542112", icsd-130053 icsd-183757 icsd-239370 icsd-167889 icsd-97465 icsd-37264 icsd-183758 icsd-97463 icsd-97466 icsd-97464 icsd-29003 icsd-56094,Journal of Materials Science: Materials in Electronics,2018
970,CaZrO3Eu0.03Bi0.009,CaZrO3,Eu3+,0.03,Bi3+,0.009,298,614,0.6386,0.3611,,,,395,395,,,1280000,614,https://doi.org/10.1007/s10854-018-0505-z,"mp-4571,mp-776024,mp-542112", icsd-130053 icsd-183757 icsd-239370 icsd-167889 icsd-97465 icsd-37264 icsd-183758 icsd-97463 icsd-97466 icsd-97464 icsd-29003 icsd-56094,Journal of Materials Science: Materials in Electronics,2018
971,CaZrO3Eu0.04Bi0.009,CaZrO3,Eu3+,0.04,Bi3+,0.009,298,614,0.6386,0.3611,,,,395,395,,,1240000,614,https://doi.org/10.1007/s10854-018-0505-z,"mp-4571,mp-776024,mp-542112", icsd-130053 icsd-183757 icsd-239370 icsd-167889 icsd-97465 icsd-37264 icsd-183758 icsd-97463 icsd-97466 icsd-97464 icsd-29003 icsd-56094,Journal of Materials Science: Materials in Electronics,2018
972,CaZrO3Eu0.05Bi0.009,CaZrO3,Eu3+,0.05,Bi3+,0.009,298,614,0.6386,0.3611,,,,395,395,,,1220000,614,https://doi.org/10.1007/s10854-018-0505-z,"mp-4571,mp-776024,mp-542112", icsd-130053 icsd-183757 icsd-239370 icsd-167889 icsd-97465 icsd-37264 icsd-183758 icsd-97463 icsd-97466 icsd-97464 icsd-29003 icsd-56094,Journal of Materials Science: Materials in Electronics,2018
973,CaZrO3Eu0.06Bi0.009,CaZrO3,Eu3+,0.06,Bi3+,0.009,298,614,0.6386,0.3611,,,,395,395,,,1200000,614,https://doi.org/10.1007/s10854-018-0505-z,"mp-4571,mp-776024,mp-542112", icsd-130053 icsd-183757 icsd-239370 icsd-167889 icsd-97465 icsd-37264 icsd-183758 icsd-97463 icsd-97466 icsd-97464 icsd-29003 icsd-56094,Journal of Materials Science: Materials in Electronics,2018
974,Ca0.92WO4Eu0.08,Ca0.92WO4,Eu3+,0.08,,,298,614,,,,,,280,,,,541000,614,https://doi.org/10.1016/j.dyepig.2017.04.037,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,Dyes and Pigments,2017
975,Ca0.92W0.9Mo0.1O4Eu0.08,Ca0.92W0.9Mo0.1O4,Eu3+,0.08,,,298,614,,,,,,280,,,,535000,614,https://doi.org/10.1016/j.dyepig.2017.04.037,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,Dyes and Pigments,2017
976,Ca0.92W0.7Mo0.3O4Eu0.08,Ca0.92W0.7Mo0.3O4,Eu3+,0.08,,,298,614,,,,,,280,,,,510000,614,https://doi.org/10.1016/j.dyepig.2017.04.037,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,Dyes and Pigments,2017
977,Ca0.92W0.4Mo0.6O4Eu0.08,Ca0.92W0.4Mo0.6O4,Eu3+,0.08,,,298,614,0.653,0.354,,,435,280,,,,478000,614,https://doi.org/10.1016/j.dyepig.2017.04.037,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,Dyes and Pigments,2017
978,Ca0.92W0.2Mo0.8O4Eu0.08,Ca0.92W0.2Mo0.8O4,Eu3+,0.08,,,298,614,,,,,,280,,,,454000,614,https://doi.org/10.1016/j.dyepig.2017.04.037,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,Dyes and Pigments,2017
979,Ca0.92MoO4Eu0.08,Ca0.92MoO4,Eu3+,0.08,,,298,614,,,,,,280,,,,435000,614,https://doi.org/10.1016/j.dyepig.2017.04.037,mp-19330, icsd-23699 icsd-60558 icsd-193793 icsd-183446 icsd-60557 icsd-194078 icsd-60554 icsd-60553 icsd-417513 icsd-183447 icsd-62219 icsd-60552 icsd-22351 icsd-194079 icsd-60556 icsd-60555 icsd-77334,Dyes and Pigments,2017
980,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu3+,0.01,,,298,615,0.6484,0.3512,25,,,393.5,394,362,380,1827000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
981,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu3+,0.01,,,300,615,0.6509,0.34877,,,,393.5,394,362,380,1840000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
982,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu3+,0.01,,,350,615,0.65049,0.34917,,,,393.5,394,362,380,1811000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
983,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu3+,0.01,,,400,615,0.64938,0.35026,,,,393.5,394,362,380,1786000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
984,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu3+,0.01,,,450,615,0.64787,0.35172,,,,393.5,394,362,380,1749000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
985,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu3+,0.01,,,500,615,0.64547,0.35406,,,,393.5,394,362,380,1712000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
986,Rb2Bi0.95PO8MoEu0.05,Rb2Bi0.95PO8Mo,Eu3+,0.05,,,298,615,0.64663,0.35294,53,,,393.5,394,362,380,1846000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
987,Rb2Bi0.9PO8MoEu0.1,Rb2Bi0.9PO8Mo,Eu3+,0.1,,,298,615,0.64841,0.35121,70,,,393.5,394,362,380,1843000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
988,Rb2Bi0.75PO8MoEu0.25,Rb2Bi0.75PO8Mo,Eu3+,0.25,,,298,615,0.65025,0.3494,89,,,393.5,394,362,380,1893000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
989,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu3+,0.5,,,298,615,0.65099,0.34868,98,,,393.5,394,362,380,2044000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
990,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu3+,0.5,,,300,615,0.64754,0.35193,,,,393.5,394,362,380,2017000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
991,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu3+,0.5,,,350,615,0.64752,0.35196,,,,393.5,394,362,380,1995000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
992,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu3+,0.5,,,400,615,0.64674,0.35273,,,,393.5,394,362,380,1976000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
993,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu3+,0.5,,,450,615,0.64573,0.3537,,,,393.5,394,362,380,1953000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
994,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu3+,0.5,,,500,615,0.64379,0.35557,,,,393.5,394,362,380,1913000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
995,Rb2Bi0.25PO8MoEu0.75,Rb2Bi0.25PO8Mo,Eu3+,0.75,,,298,615,0.651,0.34868,94,,,393.5,394,362,380,1955000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
996,Rb2PO8MoEu1,Rb2PO8Mo,Eu3+,1,,,298,615,0.65152,0.34816,92,,716,393.5,394,362,380,1932000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
997,Rb2PO8MoEu1,Rb2PO8Mo,Eu3+,1,,,300,615,0.65081,0.34886,,,,393.5,394,362,380,1942000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
998,Rb2PO8MoEu1,Rb2PO8Mo,Eu3+,1,,,350,615,0.65048,0.34918,,,,393.5,394,362,380,1961000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
999,Rb2PO8MoEu1,Rb2PO8Mo,Eu3+,1,,,400,615,0.64974,0.3499,,,,393.5,394,362,380,1965000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
1000,Rb2PO8MoEu1,Rb2PO8Mo,Eu3+,1,,,450,615,0.6483,0.35129,,,,393.5,394,362,380,1956000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
1001,Rb2PO8MoEu1,Rb2PO8Mo,Eu3+,1,,,500,615,0.6461,0.35344,,,,393.5,394,362,380,1905000,615,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,Materials,2019
1002,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu3+,0.01,,,298,615,0.6656,0.3341,,30,,393.5,394,465,360,816000,616,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1003,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu3+,0.01,,,300,615,0.6639,0.3356,,,,393.5,,,,812000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1004,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu3+,0.01,,,350,615,0.6632,0.3363,,,,393.5,,,,802000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1005,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu3+,0.01,,,400,615,0.6613,0.3382,,,,393.5,,,,796000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1006,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu3+,0.01,,,450,615,0.6578,0.3415,,,,393.5,,,,783000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1007,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu3+,0.01,,,500,615,0.6527,0.3464,,,,393.5,,,,758000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1008,Y2Mo4O15Eu0.05,Y2Mo4O15,Eu3+,0.05,,,298,615,0.6656,0.3341,,38,,393.5,394,465,360,813000,616,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1009,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu3+,0.1,,,298,615,0.6661,0.3336,,62,349,393.5,394,465,360,808000,616,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1010,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu3+,0.1,,,300,615,0.6666,0.3331,,,,393.5,,,,801000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1011,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu3+,0.1,,,350,615,0.6663,0.3334,,,,393.5,,,,796000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1012,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu3+,0.1,,,400,615,0.6651,0.3346,,,,393.5,,,,787000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1013,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu3+,0.1,,,450,615,0.6628,0.3368,,,,393.5,,,,769000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1014,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu3+,0.1,,,500,615,0.6603,0.3392,,,,393.5,,,,734000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1015,Y2Mo4O15Eu0.25,Y2Mo4O15,Eu3+,0.25,,,298,615,0.6665,0.3332,,73,,393.5,394,465,360,784000,616,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1016,Y2Mo4O15Eu0.5,Y2Mo4O15,Eu3+,0.5,,,298,615,0.6669,0.3328,,77,,393.5,394,465,360,727000,616,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1017,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu3+,0.75,,,298,615,0.6668,0.3329,,59,449,393.5,394,465,360,601000,616,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1018,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu3+,0.75,,,300,615,0.6672,0.3325,,,,393.5,,,,597000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1019,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu3+,0.75,,,350,615,0.6667,0.3331,,,,393.5,,,,618000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1020,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu3+,0.75,,,400,615,0.6654,0.3343,,,,393.5,,,,615000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1021,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu3+,0.75,,,450,615,0.6636,0.3361,,,,393.5,,,,524000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1022,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu3+,0.75,,,500,615,0.6611,0.3385,,,,393.5,,,,486000,,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,Scientific Reports,2016
1023,Cs0.99ZnPO4Eu0.01,Cs0.99ZnPO4,Eu3+,0.01,,,300,615,0.62,0.34,,,,266,395,,,,615,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,Solid State Sciences,2014
1024,Cs0.95ZnPO4Eu0.05,Cs0.95ZnPO4,Eu3+,0.05,,,300,615,0.62,0.34,,,,266,,,,980000,615,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,Solid State Sciences,2014
1025,Cs0.93ZnPO4Eu0.07,Cs0.93ZnPO4,Eu3+,0.07,,,300,615,0.62,0.34,,,,266,395,,,,615,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,Solid State Sciences,2014
1026,LiGd2.7Mo5O20Eu0.1,LiGd2.7Mo5O20,Eu3+,0.1,,,298,615,,,,,,395,,,,416000,615,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1027,LiGd2.1Mo5O20Eu0.3,LiGd2.1Mo5O20,Eu3+,0.3,,,298,615,,,,,,395,,,,420000,615,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1028,LiGd1.5Mo5O20Eu0.5,LiGd1.5Mo5O20,Eu3+,0.5,,,298,615,,,,,,395,,,,422000,615,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1029,LiGd0.9Mo5O20Eu0.7,LiGd0.9Mo5O20,Eu3+,0.7,,,298,615,,,,,,395,,,,425000,615,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1030,LiGd0.6Mo5O20Eu0.8,LiGd0.6Mo5O20,Eu3+,0.8,,,298,615,,,,,,395,,,,420000,615,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1031,LiGd0.3Mo5O20Eu0.9,LiGd0.3Mo5O20,Eu3+,0.9,,,298,615,0.6705,0.3292,41,,483,395,395,465,,422000,615,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1032,LiGd0.3Mo5O20Eu0.9,LiGd0.3Mo5O20,Eu3+,0.9,,,375,615,0.6695,0.3303,,,,395,,,,,,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1033,LiGd0.3Mo5O20Eu0.9,LiGd0.3Mo5O20,Eu3+,0.9,,,450,615,0.6683,0.3314,,,,395,,,,,,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1034,LiGd0.3Mo5O20Eu0.9,LiGd0.3Mo5O20,Eu3+,0.9,,,550,615,0.6658,0.334,,,,395,,,,,,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1035,LiMo5O20Eu1,LiMo5O20,Eu3+,1,,,298,615,,,,,,395,,,,422000,615,https://doi.org/10.1364/OME.8.000259,,,Optical Materials Express,2018
1036,Li3Ba2La2.9W8O32Eu0.1,Li3Ba2La2.9W8O32,Eu3+,0.1,,,298,615,,,,,,395,,,,634000,615,https://doi.org/10.1364/OME.6.000181,,,Optical Materials Express,2015
1037,Li3Ba2La2.4W8O32Eu0.6,Li3Ba2La2.4W8O32,Eu3+,0.6,,,298,615,,,,,,395,,,,638000,615,https://doi.org/10.1364/OME.6.000181,,,Optical Materials Express,2015
1038,Li3Ba2La1.8W8O32Eu1.2,Li3Ba2La1.8W8O32,Eu3+,1.2,,,298,615,,,,,,395,,,,635000,615,https://doi.org/10.1364/OME.6.000181,,,Optical Materials Express,2015
1039,Li3Ba2La1.2W8O32Eu1.8,Li3Ba2La1.2W8O32,Eu3+,1.8,,,298,615,,,,,,395,,,,630000,615,https://doi.org/10.1364/OME.6.000181,,,Optical Materials Express,2015
1040,Li3Ba2La0.9W8O32Eu2.1,Li3Ba2La0.9W8O32,Eu3+,2.1,,,298,615,,,,,,395,,,,,615,https://doi.org/10.1364/OME.6.000181,,,Optical Materials Express,2015
1041,Li3Ba2La0.6W8O32Eu2.4,Li3Ba2La0.6W8O32,Eu3+,2.4,,,298,615,,,,,,395,,,,627000,615,https://doi.org/10.1364/OME.6.000181,,,Optical Materials Express,2015
1042,Li3Ba2La0.3W8O32Eu2.7,Li3Ba2La0.3W8O32,Eu3+,2.7,,,298,615,,,,,510,395,,,,571000,615,https://doi.org/10.1364/OME.6.000181,,,Optical Materials Express,2015
1043,Li3Ba2W8O32Eu3,Li3Ba2W8O32,Eu3+,3,,,298,615,0.67,0.33,,,,395,465,395,,528000,615,https://doi.org/10.1364/OME.6.000181,,,Optical Materials Express,2015
1044,Sr1.96Si5N8Eu0.04,Sr1.96Si5N8,Eu2+,0.04,,,298,615,0.61,0.39,,,,420,428,308,,,615,https://doi.org/10.1016/j.ceramint.2014.04.054,mp-9710, icsd-401500,Ceramics International,2014
1045,Sr1.95Si5N8Eu0.04Mn0.01,Sr1.95Si5N8,Eu2+,0.04,Mn2+,0.01,298,615,0.61,0.39,,,,420,428,308,,,615,https://doi.org/10.1016/j.ceramint.2014.04.054,mp-9710, icsd-401500,Ceramics International,2014
1046,Sr1.94Si5N8Eu0.04Mn0.02,Sr1.94Si5N8,Eu2+,0.04,Mn2+,0.02,298,615,0.61,0.38,,,,420,428,308,,,615,https://doi.org/10.1016/j.ceramint.2014.04.054,mp-9710, icsd-401500,Ceramics International,2014
1047,Sr1.93Si5N8Eu0.04Mn0.03,Sr1.93Si5N8,Eu2+,0.04,Mn2+,0.03,298,615,0.62,0.38,,,,420,428,308,,,615,https://doi.org/10.1016/j.ceramint.2014.04.054,mp-9710, icsd-401500,Ceramics International,2014
1048,Sr1.92Si5N8Eu0.04Mn0.04,Sr1.92Si5N8,Eu2+,0.04,Mn2+,0.04,298,615,0.62,0.38,,,,420,428,308,,,615,https://doi.org/10.1016/j.ceramint.2014.04.054,mp-9710, icsd-401500,Ceramics International,2014
1049,Sr0.93MoO4Eu0.07,Sr0.93MoO4,Eu3+,0.07,,,298,615,0.623,0.335,,,,290,290,393,,488000,615,https://doi.org/10.1039/C5RA06053B,mp-18834, icsd-193794 icsd-250491 icsd-23700 icsd-28025 icsd-194080 icsd-173125 icsd-173120 icsd-245803 icsd-245802 icsd-173122 icsd-239418 icsd-248458 icsd-99089 icsd-194081,RSC Advances,2015
1050,Sr0.86MoO4Na0.07Eu0.07,Sr0.86MoO4Na0.07,Eu3+,0.07,,,298,615,0.644,0.355,,,,290,,,,562000,615,https://doi.org/10.1039/C5RA06053B,mp-18834, icsd-193794 icsd-250491 icsd-23700 icsd-28025 icsd-194080 icsd-173125 icsd-173120 icsd-245803 icsd-245802 icsd-173122 icsd-239418 icsd-248458 icsd-99089 icsd-194081,RSC Advances,2015
1051,Sr0.84MoO4Na0.09Eu0.07,Sr0.84MoO4Na0.09,Eu3+,0.07,,,298,615,,,,,,290,,,,500000,615,https://doi.org/10.1039/C5RA06053B,mp-18834, icsd-193794 icsd-250491 icsd-23700 icsd-28025 icsd-194080 icsd-173125 icsd-173120 icsd-245803 icsd-245802 icsd-173122 icsd-239418 icsd-248458 icsd-99089 icsd-194081,RSC Advances,2015
1052,Ba2Gd4.9B5O17Eu0.1,Ba2Gd4.9B5O17,Eu3+,0.1,,,298,615,0.657,0.341,25.8,,,396,,,,1252000,615,https://doi.org/10.1016/j.optmat.2018.07.023,,,Optical Materials,2018
1053,Ba2Gd4.8B5O17Eu0.2,Ba2Gd4.8B5O17,Eu3+,0.2,,,298,615,0.658,0.341,27.8,,,396,,,,1286000,615,https://doi.org/10.1016/j.optmat.2018.07.023,,,Optical Materials,2018
1054,Ba2Gd4.6B5O17Eu0.4,Ba2Gd4.6B5O17,Eu3+,0.4,,,298,615,0.658,0.342,33.2,,,396,,,,1382000,615,https://doi.org/10.1016/j.optmat.2018.07.023,,,Optical Materials,2018
1055,Ba2Gd4.5B5O17Eu0.5,Ba2Gd4.5B5O17,Eu3+,0.5,,,298,615,0.657,0.342,39.7,,490,396,396,475,,1417000,615,https://doi.org/10.1016/j.optmat.2018.07.023,,,Optical Materials,2018
1056,Ba2Gd4.4B5O17Eu0.6,Ba2Gd4.4B5O17,Eu3+,0.6,,,298,615,0.657,0.342,42,,,396,,,,1457000,615,https://doi.org/10.1016/j.optmat.2018.07.023,,,Optical Materials,2018
1057,Ba2Gd4.2B5O17Eu0.8,Ba2Gd4.2B5O17,Eu3+,0.8,,,298,615,0.656,0.342,36,,,396,,,,1512000,615,https://doi.org/10.1016/j.optmat.2018.07.023,,,Optical Materials,2018
1058,Ca2ZnWO6Eu0.002,Ca2ZnWO6,Eu3+,0.002,,,298,615,0.515,0.471,,,,466,466,397,,,615,https://doi.org/10.1016/j.jlumin.2014.01.045,"mp-781505,mp-779906", icsd-262323,Journal of Luminescence,2014
1059,CdY3.6MoO16Eu0.1,CdY3.6MoO16,Eu3+,0.1,,,298,615,0.673,0.223,24.9,,,395,,,,,,https://doi.org/10.1364/OME.6.002397,,,Optical Materials Express,2016
1060,CdY3.2MoO16Eu0.2,CdY3.2MoO16,Eu3+,0.2,,,298,615,0.664,0.327,35.7,,,395,,,,,,https://doi.org/10.1364/OME.6.002397,,,Optical Materials Express,2016
1061,CdY2.8MoO16Eu0.3,CdY2.8MoO16,Eu3+,0.3,,,298,615,0.668,0.324,53.4,,,395,,,,,,https://doi.org/10.1364/OME.6.002397,,,Optical Materials Express,2016
1062,CdY2.4MoO16Eu0.4,CdY2.4MoO16,Eu3+,0.4,,,298,615,0.667,0.332,63.5,,,395,,,,,,https://doi.org/10.1364/OME.6.002397,,,Optical Materials Express,2016
1063,CdY2MoO16Eu0.5,CdY2MoO16,Eu3+,0.5,,,298,615,0.665,0.329,67.5,,,395,,,,,,https://doi.org/10.1364/OME.6.002397,,,Optical Materials Express,2016
1064,CdY1.6MoO16Eu0.6,CdY1.6MoO16,Eu3+,0.6,,,298,615,0.667,0.326,62.1,,,395,,,,,,https://doi.org/10.1364/OME.6.002397,,,Optical Materials Express,2016
