Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
201,Ca7.92La2P6O26Eu0.08,Ca7.92La2P6O26,Eu2+,0.08,,,298,453,0.199,0.192,7,,,318,,,,,,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
202,Ca7.98La2P6O26Eu0.02,Ca7.98La2P6O26,Eu2+,0.02,,,298,453,0.184,0.156,13,,,318,318,370,252,,453,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
203,Ca7.95La2P6O26Eu0.05,Ca7.95La2P6O26,Eu2+,0.05,,,298,453,0.187,0.164,14,,,318,318,370,252,,453,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
204,Ca7.94La2P6O26Eu0.06,Ca7.94La2P6O26,Eu2+,0.06,,,298,453,0.196,0.185,9,,,318,318,370,252,,453,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
205,Ca7.92La2P6O26Eu0.08,Ca7.92La2P6O26,Eu2+,0.08,,,298,453,0.199,0.192,7,,,318,318,370,252,,453,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
206,Ca7.98La1.96P6O26Ce0.04Eu0.02,Ca7.98La1.96P6O26,Ce3+,0.04,Eu2+,0.02,298,453,0.179,0.169,43,,,310,,,,28.88,415,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
207,Ca7.95La1.96P6O26Ce0.04Eu0.05,Ca7.95La1.96P6O26,Ce3+,0.04,Eu2+,0.05,298,453,0.184,0.181,31,,,310,,,,,415,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
208,Ca7.94La1.96P6O26Ce0.04Eu0.06,Ca7.94La1.96P6O26,Ce3+,0.04,Eu2+,0.06,298,453,0.19,0.192,19,,,310,,,,14.93,415,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
209,Ca7.92La1.96P6O26Ce0.04Eu0.08,Ca7.92La1.96P6O26,Ce3+,0.04,Eu2+,0.08,298,453,0.198,0.201,13,,,310,,,,10,415,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
210,KSr3.96B3O9Tm0.01,KSr3.96B3O9,Tm3+,0.01,,,298,453,0.166,0.065,,,,356,,,,,453,https://doi.org/10.1039/C2JM15506K,mp-554346, icsd-423814 icsd-425548 icsd-171423,Journal of Materials Chemistry,2012
211,Y2Mg1.99Al2Si2O12Eu0.01,Y2Mg1.99Al2Si2O12,Eu2+,0.01,,,298,453,0.156,0.149,46,,,370,,,,,,https://doi.org/10.1021/acssuschemeng.9b01401,,,ACS Sustainable Chemistry and Engineering,2019
212,Ba2Ca0.99P2O8Eu0.01,Ba2Ca0.99P2O8,Eu2+,0.01,,,298,454,0.1703,0.1433,,,436,365,273,,,,454,https://doi.org/10.1111/jace.12258,mp-3857, icsd-18110 icsd-30634 icsd-69450 icsd-184781 icsd-150866 icsd-410786,Journal of the American Ceramic Society,2013
213,Ca2PO4ClEu0.11,Ca2PO4Cl,Eu2+,0.11,,,298,454,,,84.8,61,,400,,,,,454,https://doi.org/10.1039/B920610H,mp-554081, icsd-15316,Journal of Materials Chemistry,2010
214,NaGdW2O8Tm0.01,NaGdW2O8,Tm3+,0.01,,,298,454,0.164,0.054,,,,359,359,,,,454,https://doi.org/10.1021/ic501284y,,,Inorganic Chemistry,2014
215,NaGdW2O8Tm0.01,NaGdW2O8,Tm3+,0.01,,,298,454,0.18,0.116,,,,355,355,,,,454,https://doi.org/10.1021/ic501284y,,,Inorganic Chemistry,2014
216,CaWO4Tm0.005Dy0.01,CaWO4,Tm3+,0.005,Dy3+,0.01,298,454,0.244,0.218,,,,365,,,,,,https://doi.org/10.1039/C6RA02594C,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
217,CaWO4Tm0.02,CaWO4,Tm3+,0.02,,,298,454,,,,,,359,359,,,1634750,454,https://doi.org/10.1039/C6RA02594C,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
218,CaWO4Tm0.02Dy0.005,CaWO4,Tm3+,0.02,Dy3+,0.005,298,454,,,,,,359,359,,,926730,454,https://doi.org/10.1039/C6RA02594C,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
219,CaWO4Tm0.02Dy0.01,CaWO4,Tm3+,0.02,Dy3+,0.01,298,454,,,,,,359,359,,,820990,454,https://doi.org/10.1039/C6RA02594C,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
220,CaWO4Tm0.02Dy0.015,CaWO4,Tm3+,0.02,Dy3+,0.015,298,454,,,,,,359,359,,,774440,454,https://doi.org/10.1039/C6RA02594C,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
221,CaWO4Tm0.02Dy0.02,CaWO4,Tm3+,0.02,Dy3+,0.02,298,454,,,,,,359,359,,,603750,454,https://doi.org/10.1039/C6RA02594C,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
222,La1.92LiSbO6Tm0.08,La1.92LiSbO6,Tm3+,0.08,,,298,454,0.157,0.041,,,,359,359,,,,454,https://doi.org/10.1016/j.jallcom.2019.02.132,mp-6674, icsd-72202 icsd-69192,Journal of Alloys and Compounds,2019
223,Ca7.137Sr1.8YP7O28Eu0.007,Ca7.137Sr1.8YP7O28,Eu2+,0.007,,,298,454,0.193,0.189,,,,380,,,,,,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
224,La0.97MgAl11O19Tm0.03,La0.97MgAl11O19,Tm3+,0.03,,,298,455,0.1579,0.0553,,,,359,,,,45600,455,https://doi.org/10.1111/jace.13346,mp-1223152,,Journal of the American Ceramic Society,2014
225,La0.96MgAl11O19Tm0.03Dy0.01,La0.96MgAl11O19,Tm3+,0.03,Dy3+,0.01,298,455,0.1722,0.0845,,,,359,,,,40500,455,https://doi.org/10.1111/jace.13346,mp-1223152,,Journal of the American Ceramic Society,2014
226,La0.94MgAl11O19Tm0.03Dy0.03,La0.94MgAl11O19,Tm3+,0.03,Dy3+,0.03,298,455,0.1879,0.1154,,,,359,,,,37300,455,https://doi.org/10.1111/jace.13346,mp-1223152,,Journal of the American Ceramic Society,2014
227,La0.92MgAl11O19Tm0.03Dy0.05,La0.92MgAl11O19,Tm3+,0.03,Dy3+,0.05,298,455,0.201,0.1412,,,,359,,,,33600,455,https://doi.org/10.1111/jace.13346,mp-1223152,,Journal of the American Ceramic Society,2014
228,La0.87MgAl11O19Tm0.03Dy0.1,La0.87MgAl11O19,Tm3+,0.03,Dy3+,0.1,298,455,0.2242,0.1866,,,,359,,,,19400,455,https://doi.org/10.1111/jace.13346,mp-1223152,,Journal of the American Ceramic Society,2014
229,La0.82MgAl11O19Tm0.03Dy0.15,La0.82MgAl11O19,Tm3+,0.03,Dy3+,0.15,298,455,0.2383,0.2182,,,,359,,,,16800,455,https://doi.org/10.1111/jace.13346,mp-1223152,,Journal of the American Ceramic Society,2014
230,Mg2Y8Si6O26Ce0.01,Mg2Y8Si6O26,Ce3+,0.01,,,298,455,0.203,0.229,49,,,324,,,,,,https://doi.org/10.1021/jp204824d,,,Journal of Physical Chemistry C,2011
231,LiGdW2O8Tm0.05,LiGdW2O8,Tm3+,0.05,,,298,455,0.16,0.061,,,,360,360,,,,455,https://doi.org/10.1039/C5RA19345A,"mp-1210920,mp-1222332",,RSC Advances,2015
232,LiGdW2O8Tm0.02,LiGdW2O8,Tm3+,0.02,,,298,455,,,,,,360,,,,9560,455,https://doi.org/10.1039/C5RA19345A,"mp-1210920,mp-1222332",,RSC Advances,2015
233,LiGdW2O8Tm0.02Dy0.02,LiGdW2O8,Tm3+,0.02,Dy3+,0.02,298,455,0.258,0.207,,,,360,,,,,455,https://doi.org/10.1039/C5RA19345A,"mp-1210920,mp-1222332",,RSC Advances,2015
234,LiGdW2O8Tm0.02Dy0.04,LiGdW2O8,Tm3+,0.02,Dy3+,0.04,298,455,0.294,0.257,,,,360,,,,7820,455,https://doi.org/10.1039/C5RA19345A,"mp-1210920,mp-1222332",,RSC Advances,2015
235,MgY3.8Si3O13Ce0.2,MgY3.8Si3O13,Ce3+,0.2,,,298,455,0.26,0.25,,,,328,,,,,,https://doi.org/10.1149/2.077205jes,,,Journal of The Electrochemical Society,2012
236,Mg0.95Y3.8Si3O13Ce0.2Mn0.05,Mg0.95Y3.8Si3O13,Ce3+,0.2,Mn2+,0.05,298,455,0.36,0.26,,37,,328,,,,,,https://doi.org/10.1149/2.077205jes,,,Journal of The Electrochemical Society,2012
237,YNbO4Bi0.01,YNbO4,Bi3+,0.01,,,298,456,0.191,0.226,45.6,,,310,,,,,,https://doi.org/10.1021/acs.chemmater.6b00277,"mp-5387,mp-1095229", icsd-430911 icsd-20335 icsd-100176 icsd-239207 icsd-430907 icsd-430914 icsd-430913 icsd-430912 icsd-430908 icsd-430916 icsd-430909 icsd-430015 icsd-430910 icsd-430919 icsd-430922 icsd-239208 icsd-430917 icsd-239209 icsd-430920 icsd-430921 icsd-430918,Chemistry of Materials,2016
238,Ba2Y5B5O17Ce0.25,Ba2Y5B5O17,Ce3+,0.25,,,298,457,,,,70,413,363,363,,,,450,https://doi.org/10.1021/acs.chemmater.7b01416,,,Chemistry of Materials,2017
239,Ca5B3O9FBi0.15,Ca5B3O9F,Bi3+,0.15,,,298,457,0.21,0.3,,,,322,322,,,1050,457,https://doi.org/10.1021/acs.chemmater.7b03151,mp-6632, icsd-65763 icsd-69537,Chemistry of Materials,2017
240,Ca5B3O9FBi0.15Eu0.01,Ca5B3O9F,Bi3+,0.15,Eu3+,0.01,298,457,0.26,0.31,,,,322,322,,,1460000,617,https://doi.org/10.1021/acs.chemmater.7b03151,mp-6632, icsd-65763 icsd-69537,Chemistry of Materials,2017
241,Ca5B3O9FBi0.15Eu0.02,Ca5B3O9F,Bi3+,0.15,Eu3+,0.02,298,457,0.32,0.32,,,,322,322,,,1710000,617,https://doi.org/10.1021/acs.chemmater.7b03151,mp-6632, icsd-65763 icsd-69537,Chemistry of Materials,2017
242,Ca5B3O9FBi0.15Eu0.03,Ca5B3O9F,Bi3+,0.15,Eu3+,0.03,298,457,0.17,0.24,,,,322,322,,,1800000,617,https://doi.org/10.1021/acs.chemmater.7b03151,mp-6632, icsd-65763 icsd-69537,Chemistry of Materials,2017
243,Ca2VO4Cl,Ca2VO4Cl,,,,,298,458,,,44,20,,287,287,,,,458,https://doi.org/10.1111/jace.13463,mp-557276, icsd-26235,Journal of the American Ceramic Society,2015
244,CaBi2Ta2O9Tm0.1,CaBi2Ta2O9,Tm3+,0.1,,,298,458,0.1916,0.174,,,,360,360,,,,458,https://doi.org/10.1016/j.optcom.2014.03.072,"mp-556697,mvc-16422,mp-556848", icsd-92056 icsd-20667,Optics Communications,2014
245,Ba2Y3.75Lu1.25B5O17Ce0.25,Ba2Y3.75Lu1.25B5O17,Ce3+,0.25,,,298,458,,,,73,422,363,363,,,,450,https://doi.org/10.1021/acs.chemmater.7b01416,,,Chemistry of Materials,2017
246,Ca7.587Sr1.35YP7O28Eu0.007,Ca7.587Sr1.35YP7O28,Eu2+,0.007,,,298,458,0.192,0.2,,,,380,,,,,,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
247,Ca5P3O12ClEu0.02,Ca5P3O12Cl,Eu2+,0.02,,,298,458,0.152,0.095,56.2,,,400,400,,,243,458,https://doi.org/10.1039/C5TC03482E,"mp-555164,mp-39460,mp-554236", icsd-2789 icsd-24237 icsd-184825 icsd-184824,Journal of Materials Chemistry C,2016
248,Ca5P3O12ClEu0.02Tb0.01,Ca5P3O12Cl,Eu2+,0.02,Tb3+,0.01,298,458,0.169,0.161,44.8,,,400,400,,,171,458,https://doi.org/10.1039/C5TC03482E,"mp-555164,mp-39460,mp-554236", icsd-2789 icsd-24237 icsd-184825 icsd-184824,Journal of Materials Chemistry C,2016
249,Ca5P3O12ClEu0.02Tb0.02,Ca5P3O12Cl,Eu2+,0.02,Tb3+,0.02,298,458,0.174,0.176,35.2,,,400,400,,,157,458,https://doi.org/10.1039/C5TC03482E,"mp-555164,mp-39460,mp-554236", icsd-2789 icsd-24237 icsd-184825 icsd-184824,Journal of Materials Chemistry C,2016
250,Ca5P3O12ClEu0.02Tb0.03,Ca5P3O12Cl,Eu2+,0.02,Tb3+,0.03,298,458,0.189,0.22,27,,,400,400,,,144,458,https://doi.org/10.1039/C5TC03482E,"mp-555164,mp-39460,mp-554236", icsd-2789 icsd-24237 icsd-184825 icsd-184824,Journal of Materials Chemistry C,2016
251,Ca5P3O12ClEu0.02Tb0.04,Ca5P3O12Cl,Eu2+,0.02,Tb3+,0.04,298,458,0.198,0.243,21,,,400,400,,,136,458,https://doi.org/10.1039/C5TC03482E,"mp-555164,mp-39460,mp-554236", icsd-2789 icsd-24237 icsd-184825 icsd-184824,Journal of Materials Chemistry C,2016
252,Ca5P3O12ClEu0.02Tb0.05,Ca5P3O12Cl,Eu2+,0.02,Tb3+,0.05,298,458,0.215,0.291,18.5,,,400,400,,,123,458,https://doi.org/10.1039/C5TC03482E,"mp-555164,mp-39460,mp-554236", icsd-2789 icsd-24237 icsd-184825 icsd-184824,Journal of Materials Chemistry C,2016
253,Ba2Y2.93Si3O12FCe0.07,Ba2Y2.93Si3O12F,Ce3+,0.07,,,298,460,,,47,,,355,,,,,,https://doi.org/10.1111/jace.12765,,,Journal of the American Ceramic Society,2014
254,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu2+,0.03,,,298,460,0.142,0.116,83,,,350,266,325,,,460,https://doi.org/10.1021/jacs.8b06021,,,Journal of the American Chemical Society,2018
255,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu2+,0.03,,,298,460,,,,,,350,,,,528.608,410,https://doi.org/10.1021/jacs.8b06021,,,Journal of the American Chemical Society,2018
256,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu2+,0.03,,,298,460,,,,,,350,,,,550.846,420,https://doi.org/10.1021/jacs.8b06021,,,Journal of the American Chemical Society,2018
257,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu2+,0.03,,,298,460,,,,,,350,,,,565.801,430,https://doi.org/10.1021/jacs.8b06021,,,Journal of the American Chemical Society,2018
258,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu2+,0.03,,,298,460,,,,,,350,,,,588.061,448,https://doi.org/10.1021/jacs.8b06021,,,Journal of the American Chemical Society,2018
259,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu2+,0.03,,,298,460,,,,,,350,,,,617.494,478,https://doi.org/10.1021/jacs.8b06021,,,Journal of the American Chemical Society,2018
260,BaBeSiO4Eu0.01,BaBeSiO4,Eu2+,0.01,,,298,460,0.19,0.22,,,,337,337,,,423,460,https://doi.org/10.1364/OME.6.000416,mp-550751, icsd-86792,Optical Materials Express,2016
261,BaBeSiO4Eu0.02,BaBeSiO4,Eu2+,0.02,,,298,460,0.18,0.21,,,,337,337,,,,460,https://doi.org/10.1364/OME.6.000416,mp-550751, icsd-86792,Optical Materials Express,2016
262,BaBeSiO4Eu0.03,BaBeSiO4,Eu2+,0.03,,,298,460,0.18,0.22,53.35,,483,337,337,,,371,460,https://doi.org/10.1364/OME.6.000416,mp-550751, icsd-86792,Optical Materials Express,2016
263,BaBeSiO4Eu0.05,BaBeSiO4,Eu2+,0.05,,,298,460,0.18,0.24,,,,337,337,,,339,460,https://doi.org/10.1364/OME.6.000416,mp-550751, icsd-86792,Optical Materials Express,2016
264,BaBeSiO4Eu0.07,BaBeSiO4,Eu2+,0.07,,,298,460,0.19,0.25,,,,337,337,,,348,460,https://doi.org/10.1364/OME.6.000416,mp-550751, icsd-86792,Optical Materials Express,2016
265,BaBeSiO4Eu0.1,BaBeSiO4,Eu2+,0.1,,,298,460,0.18,0.25,,,,337,337,,,296,460,https://doi.org/10.1364/OME.6.000416,mp-550751, icsd-86792,Optical Materials Express,2016
266,Ca9.9KP7O28Eu0.01,Ca9.9KP7O28,Eu2+,0.01,,,298,460,0.175,0.2075,,,,347,347,,,,460,https://doi.org/10.1149/1.3121531,mp-6813, icsd-91525,Journal of The Electrochemical Society,2009
267,Ca9.6KP7O28Eu0.01Mn0.03,Ca9.6KP7O28,Eu2+,0.01,Mn2+,0.03,298,460,0.2195,0.213,,,543,347,347,,,,460,https://doi.org/10.1149/1.3121531,mp-6813, icsd-91525,Journal of The Electrochemical Society,2009
268,Ca9.5KP7O28Eu0.01Mn0.04,Ca9.5KP7O28,Eu2+,0.01,Mn2+,0.04,298,460,0.264,0.2317,,,,347,347,,,,460,https://doi.org/10.1149/1.3121531,mp-6813, icsd-91525,Journal of The Electrochemical Society,2009
269,Ca9.2KP7O28Eu0.01Mn0.07,Ca9.2KP7O28,Eu2+,0.01,Mn2+,0.07,298,460,0.3016,0.2368,,,,347,347,,,,460,https://doi.org/10.1149/1.3121531,mp-6813, icsd-91525,Journal of The Electrochemical Society,2009
270,Ca8.9KP7O28Eu0.01Mn0.1,Ca8.9KP7O28,Eu2+,0.01,Mn2+,0.1,298,460,0.3483,0.2376,,,,347,347,,,,460,https://doi.org/10.1149/1.3121531,mp-6813, icsd-91525,Journal of The Electrochemical Society,2009
271,Ba2.9LaKP3O12FEu0.1,Ba2.9LaKP3O12F,Eu2+,0.1,,,298,460,0.147,0.092,,,,388,388,,,,460,https://doi.org/10.1016/j.poly.2016.09.001,,,Polyhedron,2016
272,Y10Al2Si3O18N4Ce0.05,Y10Al2Si3O18N4,Ce3+,0.05,,,298,460,0.177,0.24,,,,365,365,,,,460,https://doi.org/10.1039/C3CP51854J,,,Physical Chemistry Chemical Physics,2013
273,Ca4P2O9Ce0.02,Ca4P2O9,Ce3+,0.02,,,298,460,0.165,0.188,,,530,380,380,,,59.9,460,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
274,Ca4P2O9Ce0.02Eu0.002,Ca4P2O9,Ce3+,0.02,Eu2+,0.002,298,460,,,,,,380,,,,42.2,460,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
275,Ca4P2O9Ce0.02Eu0.004,Ca4P2O9,Ce3+,0.02,Eu2+,0.004,298,460,,,,,,380,,,,35,460,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
276,Ca4P2O9Ce0.02Eu0.006,Ca4P2O9,Ce3+,0.02,Eu2+,0.006,298,460,,,,,,380,,,,24.3,460,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
277,Ca4P2O9Ce0.02Eu0.008,Ca4P2O9,Ce3+,0.02,Eu2+,0.008,298,460,,,,,,380,,,,20.2,460,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
278,Ca4P2O9Ce0.02Eu0.012,Ca4P2O9,Ce3+,0.02,Eu2+,0.012,333,460,0.355,0.32,,,,380,,,,,,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
279,Ca4P2O9Ce0.02Eu0.012,Ca4P2O9,Ce3+,0.02,Eu2+,0.012,373,460,0.347,0.315,,,,380,,,,,,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
280,Ca4P2O9Ce0.02Eu0.012,Ca4P2O9,Ce3+,0.02,Eu2+,0.012,413,460,0.34,0.309,,,,380,,,,,,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
281,Ca3.96Si2O7F2Eu0.04,Ca3.96Si2O7F2,Eu2+,0.04,,,298,460,0.152,0.112,29.3,17.9,,400,370,,,,460,https://doi.org/10.1039/C2JM33160H,mp-560163, icsd-64710,Journal of Materials Chemistry,2012
282,Ca3.94Si2O7F2Eu0.04Mn0.02,Ca3.94Si2O7F2,Eu2+,0.04,Mn2+,0.02,298,460,0.195,0.191,,,,400,,,,,,https://doi.org/10.1039/C2JM33160H,mp-560163, icsd-64710,Journal of Materials Chemistry,2012
283,Ca3.92Si2O7F2Eu0.04Mn0.04,Ca3.92Si2O7F2,Eu2+,0.04,Mn2+,0.04,298,460,0.268,0.274,,,,400,,,,,,https://doi.org/10.1039/C2JM33160H,mp-560163, icsd-64710,Journal of Materials Chemistry,2012
284,Ba2.99CaKP3O12Eu0.01,Ba2.99CaKP3O12,Eu2+,0.01,,,298,460,,,90,,400,365,365,,,501.79,460,https://doi.org/10.1016/j.cej.2018.09.036,,,Chemical Engineering Journal,2019
285,Ba2.99Ca0.95KP3O12Eu0.01Mn0.05,Ba2.99Ca0.95KP3O12,Eu2+,0.01,Mn2+,0.05,298,460,,,,,,365,365,,,453.7,460,https://doi.org/10.1016/j.cej.2018.09.036,,,Chemical Engineering Journal,2019
286,Ba2.99Ca0.9KP3O12Eu0.01Mn0.1,Ba2.99Ca0.9KP3O12,Eu2+,0.01,Mn2+,0.1,298,460,,,,,,365,365,,,412.27,460,https://doi.org/10.1016/j.cej.2018.09.036,,,Chemical Engineering Journal,2019
287,Ba2.99Ca0.85KP3O12Eu0.01Mn0.15,Ba2.99Ca0.85KP3O12,Eu2+,0.01,Mn2+,0.15,298,460,,,,,,365,365,,,350.53,460,https://doi.org/10.1016/j.cej.2018.09.036,,,Chemical Engineering Journal,2019
288,Ba2.99Ca0.8KP3O12Eu0.01Mn0.2,Ba2.99Ca0.8KP3O12,Eu2+,0.01,Mn2+,0.2,298,460,,,65,,,365,365,,,273.64,460,https://doi.org/10.1016/j.cej.2018.09.036,,,Chemical Engineering Journal,2019
289,Ca2Y2.55Sb3O14Bi0.45,Ca2Y2.55Sb3O14,Bi3+,0.45,,,298,460,0.16,0.18,,,,350,350,,,124,460,https://doi.org/10.1016/j.jallcom.2015.06.263,,,Journal of Alloys and Compounds,2015
290,Ca2Y2.52Sb3O14Bi0.45Eu0.03,Ca2Y2.52Sb3O14,Bi3+,0.45,Eu3+,0.03,298,460,0.27,0.26,,,,350,,,,,,https://doi.org/10.1016/j.jallcom.2015.06.263,,,Journal of Alloys and Compounds,2015
291,Ca2Y2.49Sb3O14Bi0.45Eu0.06,Ca2Y2.49Sb3O14,Bi3+,0.45,Eu3+,0.06,298,460,0.29,0.27,,,,350,,,,,,https://doi.org/10.1016/j.jallcom.2015.06.263,,,Journal of Alloys and Compounds,2015
292,CaSr2Al2O6Li0.03Ce0.03,CaSr2Al2O6Li0.03,Ce3+,0.03,,,298,460,0.216,0.256,,,,358,358,,,21.92,460,https://doi.org/10.1021/ic500963q,,,Inorganic Chemistry,2014
293,La4.7Si3O12NCe0.06,La4.7Si3O12N,Ce3+,0.06,,,298,460,0.1594,0.2029,,,,365,,,,98.33,460,https://doi.org/10.1016/j.jlumin.2015.08.030,,,Journal of Luminescence,2016
294,NaGdW2O8Tm0.05,NaGdW2O8,Tm3+,0.05,,,298,461,0.15,0.06,,,,361,361,,,,461,https://doi.org/10.1039/C3CE41712C,mp-1220735,,CrystEngComm,2014
295,Ca0.95Si2O2N2Ce0.05,Ca0.95Si2O2N2,Ce3+,0.05,,,298,461,0.2,0.26,33,,,340,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04461.x,mp-556884, icsd-413882,Journal of the American Ceramic Society,2011
296,Ca2.94Mg3P4O16Eu0.06,Ca2.94Mg3P4O16,Eu2+,0.06,,,298,461,0.143,0.145,,,553,365,,,,94.08,461,https://doi.org/10.1039/C3RA40313K,mp-646967, icsd-23642,RSC Advances,2013
297,Ca2.94Mg2.95P4O16Eu0.06Mn0.05,Ca2.94Mg2.95P4O16,Eu2+,0.06,Mn2+,0.05,298,461,0.177,0.171,,,,365,,,,,,https://doi.org/10.1039/C3RA40313K,mp-646967, icsd-23642,RSC Advances,2013
298,Ca2.94Mg2.9P4O16Eu0.06Mn0.1,Ca2.94Mg2.9P4O16,Eu2+,0.06,Mn2+,0.1,298,461,0.208,0.191,,,,365,,,,,,https://doi.org/10.1039/C3RA40313K,mp-646967, icsd-23642,RSC Advances,2013
299,Ca2.94Mg2.8P4O16Eu0.06Mn0.2,Ca2.94Mg2.8P4O16,Eu2+,0.06,Mn2+,0.2,298,461,0.252,0.213,,,,365,,,,40.03,461,https://doi.org/10.1039/C3RA40313K,mp-646967, icsd-23642,RSC Advances,2013
300,Ca2.94Mg2.7P4O16Eu0.06Mn0.3,Ca2.94Mg2.7P4O16,Eu2+,0.06,Mn2+,0.3,298,461,0.29,0.228,,,493,365,,,,,,https://doi.org/10.1039/C3RA40313K,mp-646967, icsd-23642,RSC Advances,2013
301,Ca9LaP5SiO24Cl2Eu0.01,Ca9LaP5SiO24Cl2,Eu2+,0.01,,,298,461,0.1574,0.1281,,,,345,,,,,461,https://doi.org/10.1016/j.jlumin.2018.10.036,,,Journal of Luminescence,2019
302,Ca9LaP5SiO24Cl2Eu0.03,Ca9LaP5SiO24Cl2,Eu2+,0.03,,,298,461,0.1586,0.1271,,,,345,,,,,461,https://doi.org/10.1016/j.jlumin.2018.10.036,,,Journal of Luminescence,2019
303,Ca9LaP5SiO24Cl2Eu0.05,Ca9LaP5SiO24Cl2,Eu2+,0.05,,,298,461,0.1571,0.1236,,,,345,,,,,461,https://doi.org/10.1016/j.jlumin.2018.10.036,,,Journal of Luminescence,2019
304,Ca9LaP5SiO24Cl2Eu0.08,Ca9LaP5SiO24Cl2,Eu2+,0.08,,,298,461,0.1587,0.1261,,,418,345,345,,,275,461,https://doi.org/10.1016/j.jlumin.2018.10.036,,,Journal of Luminescence,2019
305,Ca9LaP5SiO24Cl2Eu0.1,Ca9LaP5SiO24Cl2,Eu2+,0.1,,,298,461,0.1582,0.124,,,,345,,,,,461,https://doi.org/10.1016/j.jlumin.2018.10.036,,,Journal of Luminescence,2019
