Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
113,Ba5P2SiO12Eu0.02,Ba5P2SiO12,Eu2+,0.02,,,298,515,,,,,,405,405,,,666.95,515,https://doi.org/10.1039/C6CP08300E,,,Physical Chemistry Chemical Physics,2017
114,Ba5P2SiO12Eu0.03,Ba5P2SiO12,Eu2+,0.03,,,298,515,,,,,,405,405,,,648.72,515,https://doi.org/10.1039/C6CP08300E,,,Physical Chemistry Chemical Physics,2017
115,Ba5P2SiO12Eu0.04,Ba5P2SiO12,Eu2+,0.04,,,298,515,,,,,,405,405,,,626.52,515,https://doi.org/10.1039/C6CP08300E,,,Physical Chemistry Chemical Physics,2017
116,Sr5V3O12Cl,Sr5V3O12Cl,,,,,298,517,,,2.7,,,365,,,,4264,517,https://doi.org/10.1039/C3RA42724B,mp-556224, icsd-184835 icsd-171381 icsd-184833 icsd-184834,RSC Advances,2013
117,Sr2V2O7,Sr2V2O7,,,,,298,518,0.242,0.364,,,,355,355,,,,518,https://doi.org/10.1016/j.actamat.2013.03.036,"mp-19660,mp-19368", icsd-10330 icsd-20401 icsd-72200,Acta Materialia,2013
118,Sr1.96V2O7Eu0.04,Sr1.96V2O7,Eu3+,0.04,,,298,518,0.272,0.365,,,,355,355,,,,518,https://doi.org/10.1016/j.actamat.2013.03.036,"mp-19660,mp-19368", icsd-10330 icsd-20401 icsd-72200,Acta Materialia,2013
119,Sr1.92V2O7Eu0.08,Sr1.92V2O7,Eu3+,0.08,,,298,518,0.284,0.366,,,,355,355,,,,518,https://doi.org/10.1016/j.actamat.2013.03.036,"mp-19660,mp-19368", icsd-10330 icsd-20401 icsd-72200,Acta Materialia,2013
120,Sr1.88V2O7Eu0.12,Sr1.88V2O7,Eu3+,0.12,,,298,518,0.294,0.363,,,,355,355,,,,518,https://doi.org/10.1016/j.actamat.2013.03.036,"mp-19660,mp-19368", icsd-10330 icsd-20401 icsd-72200,Acta Materialia,2013
121,Sr1.84V2O7Eu0.16,Sr1.84V2O7,Eu3+,0.16,,,298,518,0.284,0.357,,,,355,355,,,,518,https://doi.org/10.1016/j.actamat.2013.03.036,"mp-19660,mp-19368", icsd-10330 icsd-20401 icsd-72200,Acta Materialia,2013
122,Sr1.80V2O7Eu0.2,Sr1.80V2O7,Eu3+,0.2,,,298,518,0.272,0.355,,,,355,355,,,,518,https://doi.org/10.1016/j.actamat.2013.03.036,"mp-19660,mp-19368", icsd-10330 icsd-20401 icsd-72200,Acta Materialia,2013
123,Sr1.76V2O7Eu0.24,Sr1.76V2O7,Eu3+,0.24,,,298,518,0.245,0.348,,,,355,355,,,,518,https://doi.org/10.1016/j.actamat.2013.03.036,"mp-19660,mp-19368", icsd-10330 icsd-20401 icsd-72200,Acta Materialia,2013
124,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce3+,0.01,,,463,519,0.2914,0.4971,,,,375,,,,,,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,Journal of Luminescence,2019
125,Ba3V2O8,Ba3V2O8,,,,,298,519,0.303,0.591,0.5,,,350,,,,,519,https://doi.org/10.1021/jp910884c,mp-19365, icsd-78169 icsd-14237 icsd-167695,Journal of Physical Chemistry C,2010
126,Ba0.92YSi2Al2O2N5Eu0.08,Ba0.92YSi2Al2O2N5,Eu2+,0.08,,,298,519,0.2923,0.5771,,,433,359,359,,,,519,https://doi.org/10.1039/C0JM03573D,,,Journal of Materials Chemistry,2011
127,SrBaSiO4Eu1,SrBaSiO4,Eu2+,1,,,298,520,,,86.6,,485,450,,,,,,https://doi.org/10.1016/j.actamat.2021.116813,,,Acta Materialia,2021
128,Y1.9Si4N6CCe0.05La0.1,Y1.9Si4N6C,Ce3+,0.05,La3+,0.1,298,520,0.33,0.48,,,,384,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04571.x,mp-6353, icsd-162422 icsd-155158 icsd-162421,Journal of the American Ceramic Society,2011
129,Sc2W3O12,Sc2W3O12,,,,,298,520,,,,,,264,264,,,31630,520,https://doi.org/10.1016/j.ceramint.2019.02.107,"mp-5516,mp-1219450", icsd-50941 icsd-50940 icsd-391468 icsd-28467 icsd-50942,Ceramics International,2019
130,Ca0.947Si2O2N2Ce0.05Eu0.003,Ca0.947Si2O2N2,Ce3+,0.05,Eu2+,0.003,298,520,0.28,0.37,44,,,340,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04461.x,mp-556884, icsd-413882,Journal of the American Ceramic Society,2011
131,Ca2La0.92Hf2Al3O12Ce0.08,Ca2La0.92Hf2Al3O12,Ce3+,0.08,,,298,521,0.315,0.496,45.2,,,408,,,,,,https://doi.org/10.1016/j.jallcom.2020.155469,,,Journal of Alloys and Compounds,2020
132,Ca2.79Si2O4N2Eu0.07,Ca2.79Si2O4N2,Eu2+,0.07,,,298,522,0.35,0.52,,,,330,,,,,,https://doi.org/10.1364/OE.19.00A331,,,Optics Express,2011
133,Y1.97Mg1.99Al2Si2O12Eu0.01Ce0.03,Y1.97Mg1.99Al2Si2O12,Eu2+,0.01,Ce3+,0.03,298,522,0.305,0.365,,,,365,,,,411,464,https://doi.org/10.1021/acs.inorgchem.1c00317,,,Inorganic Chemistry,2021
134,Ca2La0.88Hf2Al3O12Ce0.12,Ca2La0.88Hf2Al3O12,Ce3+,0.12,,,298,524,0.333,0.503,40.8,,,408,,,,,,https://doi.org/10.1016/j.jallcom.2020.155469,,,Journal of Alloys and Compounds,2020
135,KVO3,KVO3,,,,,298,525,0.362,0.453,4,,,347,347,,,,525,https://doi.org/10.1038/nmat2244,"mp-18815,mp-1076633", icsd-1486 icsd-33706 icsd-44528,Nature Materials,2008
136,RbVO3,RbVO3,,,,,298,525,0.316,0.424,79,,,347,347,,,,525,https://doi.org/10.1038/nmat2244,"mp-19031,mp-1076638", icsd-1488,Nature Materials,2008
137,CsVO3,CsVO3,,,,,298,525,0.306,0.418,87,,,347,347,,,,525,https://doi.org/10.1038/nmat2244,mp-504651, icsd-1489,Nature Materials,2008
138,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce3+,0.01,,,423,526,0.3062,0.5142,,,,375,,,,,,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,Journal of Luminescence,2019
139,Sr0.99LuAl2Si2O2N5Eu0.01,Sr0.99LuAl2Si2O2N5,Eu2+,0.01,,,298,526,0.319,0.535,38.1,23.7,423,365,305,,,,526,https://doi.org/10.1039/C9TC06932A,,,Journal of Materials Chemistry C,2020
140,Ba2YB2O6ClEu0.03,Ba2YB2O6Cl,Eu3+,0.03,,,298,526,,,,,,365,365,,,1680,526,https://doi.org/10.1021/ic200988w,mp-866310, icsd-262072,Inorganic Chemistry,2011
141,Ca4Y6Si6O25Ce0.1Eu0.05,Ca4Y6Si6O25,Ce3+,0.1,Eu2+,0.05,298,527,0.296,0.355,,,,356,,,,14.41,426,https://doi.org/10.1111/jace.13292,,,Journal of the American Ceramic Society,2014
142,Ca4Y6Si6O25Ce0.1Eu0.07,Ca4Y6Si6O25,Ce3+,0.1,Eu2+,0.07,298,527,0.301,0.463,,,,356,,,,,,https://doi.org/10.1111/jace.13292,,,Journal of the American Ceramic Society,2014
143,Ca4Y6Si6O25Ce0.1Eu0.1,Ca4Y6Si6O25,Ce3+,0.1,Eu2+,0.1,298,527,0.307,0.489,,,,356,,,,5.79,426,https://doi.org/10.1111/jace.13292,,,Journal of the American Ceramic Society,2014
144,Ba0.88YSi2Al2O2N5Eu0.12,Ba0.88YSi2Al2O2N5,Eu2+,0.12,,,298,527,0.3164,0.5856,,,,362,362,,,,527,https://doi.org/10.1039/C0JM03573D,,,Journal of Materials Chemistry,2011
145,Ca3.95Y6Si6O25Eu0.05,Ca3.95Y6Si6O25,Eu2+,0.05,,,298,527,0.306,0.502,37.1,,,432,,,,,,https://doi.org/10.1039/C4RA08283D,,,RSC Advances,2015
146,Ca3.94Y6Si6O25Eu0.05Mn0.01,Ca3.94Y6Si6O25,Eu2+,0.05,Mn2+,0.01,298,527,0.319,0.436,38.3,,,432,,,,,,https://doi.org/10.1039/C4RA08283D,,,RSC Advances,2015
147,Ca3.92Y6Si6O25Eu0.05Mn0.03,Ca3.92Y6Si6O25,Eu2+,0.05,Mn2+,0.03,298,527,0.336,0.319,39.6,,,432,,,,,,https://doi.org/10.1039/C4RA08283D,,,RSC Advances,2015
148,Ba0.82Sr0.1YSi2Al2O2N5Eu0.08,Ba0.82Sr0.1YSi2Al2O2N5,Eu2+,0.08,,,298,528,0.326,0.5767,,,,365,,,,,,https://doi.org/10.1039/C0JM03573D,,,Journal of Materials Chemistry,2011
149,Ca1.992MgSi2O7Eu0.004,Ca1.992MgSi2O7,Eu2+,0.004,,,298,528,0.36,0.55,,,,381,381,,,,528,https://doi.org/10.1063/1.2722670,"mp-6094,mp-559083,mp-677780", icsd-94146 icsd-85089 icsd-94142 icsd-160358 icsd-94145 icsd-94140 icsd-92773 icsd-50065 icsd-160352 icsd-50068 icsd-50070 icsd-163285 icsd-160353 icsd-94141 icsd-160355 icsd-160354 icsd-187931 icsd-50067 icsd-160356 icsd-34805 icsd-50071 icsd-100736 icsd-26683 icsd-192373 icsd-94144 icsd-50066 icsd-67691 icsd-39924 icsd-160357 icsd-50069 icsd-163286 icsd-158177 icsd-94143 icsd-85088 icsd-163287,Applied Physics Letters,2007
150,Ca1.992Mg0.9Si2O7Eu0.004Mn0.1,Ca1.992Mg0.9Si2O7,Eu2+,0.004,Mn2+,0.1,298,528,0.37,0.55,,,,381,381,,,,528,https://doi.org/10.1063/1.2722670,"mp-6094,mp-559083,mp-677780", icsd-94146 icsd-85089 icsd-94142 icsd-160358 icsd-94145 icsd-94140 icsd-92773 icsd-50065 icsd-160352 icsd-50068 icsd-50070 icsd-163285 icsd-160353 icsd-94141 icsd-160355 icsd-160354 icsd-187931 icsd-50067 icsd-160356 icsd-34805 icsd-50071 icsd-100736 icsd-26683 icsd-192373 icsd-94144 icsd-50066 icsd-67691 icsd-39924 icsd-160357 icsd-50069 icsd-163286 icsd-158177 icsd-94143 icsd-85088 icsd-163287,Applied Physics Letters,2007
151,Ca1.992Mg0.85Si2O7Eu0.004Mn0.15,Ca1.992Mg0.85Si2O7,Eu2+,0.004,Mn2+,0.15,298,528,0.38,0.53,,,,381,381,,,,528,https://doi.org/10.1063/1.2722670,"mp-6094,mp-559083,mp-677780", icsd-94146 icsd-85089 icsd-94142 icsd-160358 icsd-94145 icsd-94140 icsd-92773 icsd-50065 icsd-160352 icsd-50068 icsd-50070 icsd-163285 icsd-160353 icsd-94141 icsd-160355 icsd-160354 icsd-187931 icsd-50067 icsd-160356 icsd-34805 icsd-50071 icsd-100736 icsd-26683 icsd-192373 icsd-94144 icsd-50066 icsd-67691 icsd-39924 icsd-160357 icsd-50069 icsd-163286 icsd-158177 icsd-94143 icsd-85088 icsd-163287,Applied Physics Letters,2007
152,Ca1.992Mg0.8Si2O7Eu0.004Mn0.2,Ca1.992Mg0.8Si2O7,Eu2+,0.004,Mn2+,0.2,298,528,0.4,0.49,,,,381,381,,,,528,https://doi.org/10.1063/1.2722670,"mp-6094,mp-559083,mp-677780", icsd-94146 icsd-85089 icsd-94142 icsd-160358 icsd-94145 icsd-94140 icsd-92773 icsd-50065 icsd-160352 icsd-50068 icsd-50070 icsd-163285 icsd-160353 icsd-94141 icsd-160355 icsd-160354 icsd-187931 icsd-50067 icsd-160356 icsd-34805 icsd-50071 icsd-100736 icsd-26683 icsd-192373 icsd-94144 icsd-50066 icsd-67691 icsd-39924 icsd-160357 icsd-50069 icsd-163286 icsd-158177 icsd-94143 icsd-85088 icsd-163287,Applied Physics Letters,2007
153,Ca1.992Mg0.75Si2O7Eu0.004Mn0.25,Ca1.992Mg0.75Si2O7,Eu2+,0.004,Mn2+,0.25,298,528,0.42,0.47,,,,381,381,,,,528,https://doi.org/10.1063/1.2722670,"mp-6094,mp-559083,mp-677780", icsd-94146 icsd-85089 icsd-94142 icsd-160358 icsd-94145 icsd-94140 icsd-92773 icsd-50065 icsd-160352 icsd-50068 icsd-50070 icsd-163285 icsd-160353 icsd-94141 icsd-160355 icsd-160354 icsd-187931 icsd-50067 icsd-160356 icsd-34805 icsd-50071 icsd-100736 icsd-26683 icsd-192373 icsd-94144 icsd-50066 icsd-67691 icsd-39924 icsd-160357 icsd-50069 icsd-163286 icsd-158177 icsd-94143 icsd-85088 icsd-163287,Applied Physics Letters,2007
154,Ca1.992Mg0.7Si2O7Eu0.004Mn0.3,Ca1.992Mg0.7Si2O7,Eu2+,0.004,Mn2+,0.3,298,528,0.45,0.46,,,,381,381,,,,528,https://doi.org/10.1063/1.2722670,"mp-6094,mp-559083,mp-677780", icsd-94146 icsd-85089 icsd-94142 icsd-160358 icsd-94145 icsd-94140 icsd-92773 icsd-50065 icsd-160352 icsd-50068 icsd-50070 icsd-163285 icsd-160353 icsd-94141 icsd-160355 icsd-160354 icsd-187931 icsd-50067 icsd-160356 icsd-34805 icsd-50071 icsd-100736 icsd-26683 icsd-192373 icsd-94144 icsd-50066 icsd-67691 icsd-39924 icsd-160357 icsd-50069 icsd-163286 icsd-158177 icsd-94143 icsd-85088 icsd-163287,Applied Physics Letters,2007
155,Ca1.992Mg0.65Si2O7Eu0.004Mn0.35,Ca1.992Mg0.65Si2O7,Eu2+,0.004,Mn2+,0.35,298,528,0.45,0.44,,,,381,381,,,,528,https://doi.org/10.1063/1.2722670,"mp-6094,mp-559083,mp-677780", icsd-94146 icsd-85089 icsd-94142 icsd-160358 icsd-94145 icsd-94140 icsd-92773 icsd-50065 icsd-160352 icsd-50068 icsd-50070 icsd-163285 icsd-160353 icsd-94141 icsd-160355 icsd-160354 icsd-187931 icsd-50067 icsd-160356 icsd-34805 icsd-50071 icsd-100736 icsd-26683 icsd-192373 icsd-94144 icsd-50066 icsd-67691 icsd-39924 icsd-160357 icsd-50069 icsd-163286 icsd-158177 icsd-94143 icsd-85088 icsd-163287,Applied Physics Letters,2007
156,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce3+,0.01,,,383,529,0.3182,0.5301,,,,375,,,,,,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,Journal of Luminescence,2019
157,Y1.96Mg1.99Al2Si2O12Eu0.01Ce0.04,Y1.96Mg1.99Al2Si2O12,Eu2+,0.01,Ce3+,0.04,298,529,0.322,0.378,,,,365,,,,372,464,https://doi.org/10.1021/acs.inorgchem.1c00317,,,Inorganic Chemistry,2021
158,CsK2GdV2O8,CsK2GdV2O8,,,,,298,530,0.316,0.512,22.8,,,312,330,,,6330,530,https://doi.org/10.1021/ic500208h,,,Inorganic Chemistry,2014
159,Ca5Mg4V6O24,Ca5Mg4V6O24,,,,,298,530,0.382,0.499,41.6,,388,320,350,,,2151,530,https://doi.org/10.1364/OE.20.004360,,,Optics Express,2012
160,Ca2La0.85Hf2Al3O12Ce0.15,Ca2La0.85Hf2Al3O12,Ce3+,0.15,,,298,531,0.342,0.505,36.1,,,408,,,,,,https://doi.org/10.1016/j.jallcom.2020.155469,,,Journal of Alloys and Compounds,2020
161,La3Si6N11Ce1,La3Si6N11,Ce3+,1,,,298,533,,,89.5,,563,450,,,,40.6,,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,Acta Materialia,2021
162,La3Si6N11Ce1,La3Si6N11,Ce3+,1,,,323,533,,,,,,450,,,,41.2,,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,Acta Materialia,2021
163,La3Si6N11Ce1,La3Si6N11,Ce3+,1,,,373,533,,,,,,450,,,,41.9,,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,Acta Materialia,2021
164,La3Si6N11Ce1,La3Si6N11,Ce3+,1,,,423,533,,,,,,450,,,,42.2,,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,Acta Materialia,2021
165,Ba0.84YSi2Al2O2N5Eu0.16,Ba0.84YSi2Al2O2N5,Eu2+,0.16,,,298,533,0.3477,0.5779,,,,359,359,,,,533,https://doi.org/10.1039/C0JM03573D,,,Journal of Materials Chemistry,2011
166,Ba0.72Sr0.2YSi2Al2O2N5Eu0.08,Ba0.72Sr0.2YSi2Al2O2N5,Eu2+,0.08,,,298,533,0.3418,0.5863,,,,365,,,,,,https://doi.org/10.1039/C0JM03573D,,,Journal of Materials Chemistry,2011
167,Na0.95ScSi2O6Eu0.05,Na0.95ScSi2O6,Eu2+,0.05,,,298,533,0.313,0.529,71.7,,,365,,,,,,https://doi.org/10.1021/jp4062225,mp-7074, icsd-74553 icsd-159541,Journal of Physical Chemistry C,2013
168,Na0.95Sc0.97Si2O6Eu0.05Mn0.03,Na0.95Sc0.97Si2O6,Eu2+,0.05,Mn2+,0.03,298,533,0.334,0.512,42.7,,,365,,,,,,https://doi.org/10.1021/jp4062225,mp-7074, icsd-74553 icsd-159541,Journal of Physical Chemistry C,2013
169,Na0.95Sc0.9Si2O6Eu0.05Mn0.1,Na0.95Sc0.9Si2O6,Eu2+,0.05,Mn2+,0.1,298,533,0.35,0.505,40,,,365,,,,,,https://doi.org/10.1021/jp4062225,mp-7074, icsd-74553 icsd-159541,Journal of Physical Chemistry C,2013
170,Sr0.94Ga2S4Eu0.06,Sr0.94Ga2S4,Eu2+,0.06,,,298,534,0.32,0.63,,,400,400,,,,,534,https://doi.org/10.1016/S1002-0721(08)60010-1,"mp-14425,mp-1104810", icsd-635272 icsd-46019 icsd-635274,Journal of Rare Earths,2007
171,Y3Al5O12Ce1,Y3Al5O12,Ce3+,1,,,298,535,,,93,,,450,,,,60.8,,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,Acta Materialia,2021
172,Y3Al5O12Ce1,Y3Al5O12,Ce3+,1,,,323,535,,,,,,450,,,,62.5,,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,Acta Materialia,2021
173,Y3Al5O12Ce1,Y3Al5O12,Ce3+,1,,,373,535,,,,,,450,,,,61.1,,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,Acta Materialia,2021
174,Y3Al5O12Ce1,Y3Al5O12,Ce3+,1,,,423,535,,,,,,450,,,,61.5,,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,Acta Materialia,2021
175,Sr0.995Si2O2N2Eu0.005,Sr0.995Si2O2N2,Eu2+,0.005,,,298,535,0.33,0.621,81,,,450,,,,,,https://doi.org/10.1021/cm802394w,,,Chemistry of Materials,2008
176,Sr0.99Si2O2N2Eu0.01,Sr0.99Si2O2N2,Eu2+,0.01,,,298,535,0.33,0.621,90,,,450,,,,,,https://doi.org/10.1021/cm802394w,,,Chemistry of Materials,2008
177,La2W3O12Eu0.05,La2W3O12,Eu3+,0.05,,,298,535,0.66,0.33,68,,,393,,,,660000,,https://doi.org/10.1016/S0022-4596(02)00221-9,mp-16808, icsd-193382 icsd-78180,Journal of Solid State Chemistry,2003
178,Sr0.995Si2N2O2Eu0.005,Sr0.995Si2N2O2,Eu3+,0.005,,,298,535,0.33,0.621,81,,,450,,,,1150,535,https://doi.org/10.1021/cm802394w,,,Chemistry of Materials,2008
179,Sr0.99Si2N2O2Eu0.01,Sr0.99Si2N2O2,Eu3+,0.01,,,298,535,0.33,0.621,90,,,450,,,,1150,535,https://doi.org/10.1021/cm802394w,,,Chemistry of Materials,2008
180,Sr2.965LaNaP2SiO12Eu0.035,Sr2.965LaNaP2SiO12,Eu2+,0.035,,,298,535,0.317,0.388,,,,380,,,,,,https://doi.org/10.1016/j.ceramint.2016.08.163,,,Ceramics International,2016
181,Sr2.95LaNaP2SiO12Eu0.05,Sr2.95LaNaP2SiO12,Eu2+,0.05,,,298,535,0.333,0.392,,,,380,,,,,,https://doi.org/10.1016/j.ceramint.2016.08.163,,,Ceramics International,2016
182,Sr2.925LaNaP2SiO12Eu0.075,Sr2.925LaNaP2SiO12,Eu2+,0.075,,,298,535,0.334,0.383,,,,380,,,,,,https://doi.org/10.1016/j.ceramint.2016.08.163,,,Ceramics International,2016
183,Sr2.9LaNaP2SiO12Eu0.1,Sr2.9LaNaP2SiO12,Eu2+,0.1,,,298,535,0.326,0.364,,,417,380,,,,,,https://doi.org/10.1016/j.ceramint.2016.08.163,,,Ceramics International,2016
184,Sr0.83Ca0.15Si2O2N2Eu0.02,Sr0.83Ca0.15Si2O2N2,Eu2+,0.02,,,298,536,0.349,0.611,93,,,450,,,,,,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,Chemistry of Materials,2008
185,Sr0.98Si2N2O2Eu0.02,Sr0.98Si2N2O2,Eu3+,0.02,,,298,536,0.349,0.611,93,,,450,,,,,,https://doi.org/10.1021/cm802394w,,,Chemistry of Materials,2008
186,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce3+,0.01,,,343,537,0.3352,0.5441,,,,375,,,,,,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,Journal of Luminescence,2019
187,BaMgSi4O10Eu0.04Mn0.06,BaMgSi4O10,Eu2+,0.04,Mn2+,0.06,298,537,,,65,47,,360,,,,1310,464,https://doi.org/10.1021/acs.inorgchem.0c01803,,,Inorganic Chemistry,2020
188,BaMgSi4O10Eu0.04Mn0.08,BaMgSi4O10,Eu2+,0.04,Mn2+,0.08,298,537,,,59,42,,360,,,,1260,464,https://doi.org/10.1021/acs.inorgchem.0c01803,,,Inorganic Chemistry,2020
189,BaMgSi4O10Eu0.04Mn0.1,BaMgSi4O10,Eu2+,0.04,Mn2+,0.1,298,537,,,55,38.5,,360,,,,1190,464,https://doi.org/10.1021/acs.inorgchem.0c01803,,,Inorganic Chemistry,2020
190,BaMgSi4O10Eu0.04Mn0.12,BaMgSi4O10,Eu2+,0.04,Mn2+,0.12,298,537,,,53,38.5,,360,,,,1140,464,https://doi.org/10.1021/acs.inorgchem.0c01803,,,Inorganic Chemistry,2020
191,BaMgSi4O10Mn0.08,BaMgSi4O10,Mn2+,0.08,,,298,537,0.341,0.61,0.3,0.1,,440,,,,,537,https://doi.org/10.1021/acs.inorgchem.0c01803,,,Inorganic Chemistry,2020
192,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,298,538,0.309,0.664,,,402,430,430,,,148.6,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
193,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,320,538,0.309,0.662,,,,430,,,,138.6,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
194,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,340,538,0.311,0.659,,,,430,,,,120.3,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
195,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,360,538,0.312,0.657,,,,430,,,,117,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
196,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,380,538,0.313,0.654,,,,430,,,,89.2,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
197,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,400,538,0.314,0.651,,,,430,,,,86.9,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
198,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,420,538,0.315,0.648,,,,430,,,,72.8,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
199,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,440,538,0.317,0.645,,,,430,,,,59.9,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
200,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,460,538,0.318,0.642,,,,430,,,,47.3,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
201,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,480,538,0.319,0.638,,,,430,,,,36.7,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
202,MgGa2S4Eu0.06,MgGa2S4,Eu2+,0.06,,,500,538,0.318,0.635,,,,430,,,,30,538,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,Journal of the American Ceramic Society,2013
203,Sr0.98Si2O2N2Eu0.02,Sr0.98Si2O2N2,Eu2+,0.02,,,298,538,0.337,0.619,91,,600,450,,,,,,https://doi.org/10.1021/cm802394w,,,Chemistry of Materials,2008
204,Sr0.93Ca0.05Si2O2N2Eu0.02,Sr0.93Ca0.05Si2O2N2,Eu2+,0.02,,,298,538,0.342,0.616,89,,,450,,,,,,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,Chemistry of Materials,2008
205,Sr0.88Ca0.1Si2O2N2Eu0.02,Sr0.88Ca0.1Si2O2N2,Eu2+,0.02,,,298,538,0.345,0.614,93,,,450,,,,,,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,Chemistry of Materials,2008
206,Sr0.93Ba0.05Si2O2N2Eu0.02,Sr0.93Ba0.05Si2O2N2,Eu2+,0.02,,,298,538,0.343,0.614,91,,,450,,,,,,https://doi.org/10.1021/cm802394w,mp-6764, icsd-419450 icsd-173758,Chemistry of Materials,2008
207,Mg1.94Ga2S4Eu0.06,Mg1.94Ga2S4,Eu2+,0.06,,,298,538,0.309,0.664,,,402,430,430,,,148.6,538,https://doi.org/10.1111/jace.12257,,,Journal of the American Ceramic Society,2013
208,Mg1.94Ga2S4Eu0.06,Mg1.94Ga2S4,Eu2+,0.06,,,320,538,0.309,0.662,,,,430,,,,138.6,538,https://doi.org/10.1111/jace.12257,,,Journal of the American Ceramic Society,2013
209,Mg1.94Ga2S4Eu0.06,Mg1.94Ga2S4,Eu2+,0.06,,,340,538,0.311,0.659,,,,430,,,,120.3,538,https://doi.org/10.1111/jace.12257,,,Journal of the American Ceramic Society,2013
